LLI Vessel Type,LLI NO,Name,Status,Flag,Net Weight,Built,Vessel Type and Size,DWT,Hull Type,Call Sign,Gross Tonnes,Yard Number,Built By,Built At,Length Overall (m),Length Between Perpendicular (m),Breadth Extreme (m),Breadth Moulded (m),Depth (m),Maximum Draught (m),Freeboard (m),Engine Built By,Designed By,Company contact,Company contact Country/Region,Port Of Registry,TEU Capacity,Beneficial Owner,Beneficial Owner Country/Region,Commercial Operator,Commercial Operator Country/Region,Registered Owner,Registered Owner Country/Region,Technical Manager,Technical Manager Country/Region,Third Party Operator,Third Party Operator Country/Region,Nominal Owner,Nominal Owner Country/Region,ISM Manager,ISM Manager Country/Region,Scrubber type,Scrubber operating arrangement,Scrubber manufacturer,Scrubber installation type,IMO,MMSI,Engine Power (kW),Engine Horsepower,Engine Designation
fully cellular containership,10997942,Antwerpen Express,Live,Germany,60481,2013,"VLCS, 12'-14.5'TEU",142020,Single,DJCE2,142295,2497,HD Hyundai Heavy Industries Company Limited,Ulsan,366.52,350.00,48.35,48.19,29.85,15.5,14.35,HD Hyundai Heavy Industries Company Limited,B&W Diesel A/S,Hapag-Lloyd Aktiengesellschaft,Germany,Hamburg,13167,Hapag-Lloyd Aktiengesellschaft,Germany,Hapag-Lloyd Aktiengesellschaft,Germany,Hapag-Lloyd Aktiengesellschaft,Germany,Hapag-Lloyd Aktiengesellschaft,Germany,—,—,—,—,Hapag-Lloyd Aktiengesellschaft,Germany,Wet,Open Loop,LAB SA,—,9612997,218791000,66748,89509,11K98ME7.1-T II
fully cellular containership,10997943,MSC Athens,Live,Liberia,60204,2013,"Neo-Panamax, 8'-12'TEU",110875,Single,5LKV5,96262,S4010,Sungdong Shipbuilding & Marine Engineering Company Limited,Tongyeong,300.01,288.50,48.33,48.19,24.60,15.0,9.60,HD Hyundai Heavy Industries Company Limited,B&W Diesel A/S,CCB Marine MI Corporation Limited,Marshall Islands,Monrovia,8800,CCB (China Construction Bank) Financial Leasing Corporation Limited,People's Republic of China,CCB Marine MI Corporation Limited,Marshall Islands,Compass Shipping 6 Corporation Limited,Marshall Islands,Costamare Shipping Company S.A.,Greece,Mediterranean Shipping Company S.A. (MSC),Switzerland,—,—,Costamare Shipping Company S.A.,Greece,Unknown,Unknown,Unknown Scrubber Manufacturer,—,9618305,636022873,58558,78526,9S90ME-C8.2
fully cellular containership,10997944,San Giorgio,Live,Cyprus,7688,2013,"Feeder, 1'-2'TEU",24157,Single,5BSN4,20239,H4077,SPP Shipbuilding Company Limited,Tongyeong,170.0,160.00,30.00,29.80,14.50,8.5,5.00,HD Hyundai Heavy Industries Company Limited,B&W Diesel A/S,Eastern Mediterranean Maritime Limited (EASTMED),Greece,Limassol,1756,Thanassis Martinos group of companies,Greece,Eastern Mediterranean Maritime Limited (EASTMED),Greece,Santa Panagia Shipping Limited,Cyprus,Eastern Mediterranean Maritime Limited (EASTMED),Greece,—,—,—,—,Eastern Mediterranean Maritime Limited (EASTMED),Greece,—,—,—,—,9625918,210663000,15000,20380,6S60ME-C8.2 (Tier II)
fully cellular containership,10997945,OOCL Chongqing,Live,"Hong Kong, S.A.R., China",69987,2013,"VLCS, 12'-14.5'TEU",144060,Single,VRLZ4,141003,2006,Samsung Shipbuilding & Heavy Industries Company Limited,Goeje Is.,366.47,350.00,48.20,48.20,29.80,14.0,15.80,—,B&W Diesel A/S,Orient Overseas Container Line Limited (OOCL),"Hong Kong, S.A.R., China",Hong Kong,13200,Orient Overseas (International) Limited,"Hong Kong, S.A.R., China",Orient Overseas Container Line Limited (OOCL),"Hong Kong, S.A.R., China",Newcontainer No.67 (Marshall Islands) Shipping Incorporated,Marshall Islands,Orient Overseas Container Line Limited (OOCL),"Hong Kong, S.A.R., China",—,—,—,—,Orient Overseas Container Line Limited (OOCL),"Hong Kong, S.A.R., China",—,—,—,—,9622629,477832400,54200,72683,12S90ME-C9.2
fully cellular containership,10997946,Leverkusen Express,Live,Liberia,60481,2014,"VLCS, 12'-14.5'TEU",142007,Single,5LVB6,143262,2498,HD Hyundai Heavy Industries Company Limited,Ulsan,366.47,350.02,48.34,48.19,29.85,15.5,13.50,—,B&W Diesel A/S,Hapag-Lloyd Aktiengesellschaft,Germany,Monrovia,13200,Hapag-Lloyd Aktiengesellschaft,Germany,Hapag-Lloyd Aktiengesellschaft,Germany,Hapag-Lloyd Aktiengesellschaft,Germany,Hapag-Lloyd Aktiengesellschaft,Germany,—,—,—,—,Hapag-Lloyd Aktiengesellschaft,Germany,Wet,Open Loop,LAB SA,—,9613006,636093356,66748,89509,11K98ME
fully cellular containership,10997955,Xiamen Express,Live,"Hong Kong, S.A.R., China",59440,2015,"Neo-Panamax, 8'-12'TEU",119177,Single,VRNY5,113509,2011-1005,Jiangsu New Yangzijiang Shipbuilding Company Limited,Jingjiang,337.0,321.75,48.31,48.19,27.20,15.7,11.50,—,B&W Diesel A/S,Greater China Intermodal Investments LLC,Marshall Islands,Hong Kong,10100,Greater China Intermodal Investments LLC,Marshall Islands,Greater China Intermodal Investments LLC,Marshall Islands,GC Intermodal IV Limited,"Hong Kong, S.A.R., China",Seaspan Ship Management Limited,Canada,CMA CGM SA (The French Line),France,—,—,Seaspan Ship Management Limited,Canada,—,—,—,—,9630420,477790500,39157,52510,10S90ME-C9
fully cellular containership,10997956,Ever Linking,Live,U.K.,49583,2013,"Neo-Panamax, 8'-12'TEU",104409,Single,2GLI9,99946,1008,CSBC Corporation Taiwan,Taiwan,334.8,319.00,45.79,45.79,24.60,14.5,10.10,—,B&W Diesel A/S,Evergreen Marine (UK) Limited,United Kingdom,London,8452,Evergreen Group,"Taiwan, China",Evergreen Marine (UK) Limited,United Kingdom,Evergreen Marine (UK) Limited,United Kingdom,Evergreen Marine Corporation (Taiwan) Limited (EVERGREEN LINE),"Taiwan, China",—,—,—,—,Evergreen Marine Corporation (Taiwan) Limited (EVERGREEN LINE),"Taiwan, China",Unknown,Unknown,Unknown Scrubber Manufacturer,—,9629043,235098383,54367,72906,9K98ME7
fully cellular containership,10997957,Ever Lucid,Live,"Taiwan, China",49583,2014,"Neo-Panamax, 8'-12'TEU",103891,Single,BKIY,101063,1009,CSBC Corporation Taiwan,Kaohsiung,334.8,319.00,—,45.80,20.97,14.24,6.73,HD Hyundai Heavy Industries Company Limited,B&W Diesel A/S,Evergreen Marine Corporation (Taiwan) Limited (EVERGREEN LINE),"Taiwan, China",Keelung,8508,Evergreen Group,"Taiwan, China",Evergreen Marine Corporation (Taiwan) Limited (EVERGREEN LINE),"Taiwan, China",Evergreen Marine Corporation (Taiwan) Limited (EVERGREEN LINE),"Taiwan, China",Evergreen Marine Corporation (Taiwan) Limited (EVERGREEN LINE),"Taiwan, China",—,—,—,—,Evergreen Marine Corporation (Taiwan) Limited (EVERGREEN LINE),"Taiwan, China",Unknown,Unknown,Unknown Scrubber Manufacturer,—,9629055,416509000,56070,75191,9K98ME7
fully cellular containership,10997958,Hyundai Paramount,Live,Liberia,29745,2013,"Post Panamax, 5'-8'TEU",63010,Single,D5DQ8,52467,H2538,HD Hyundai Heavy Industries Company Limited,Ulsan,255.4,242.00,37.40,32.00,22.10,13.5,9.00,HD Hyundai Heavy Industries Company Limited,Wartsila Corporation,HMM Company Limited,Republic of Korea,Monrovia,5023,HMM Company Limited,Republic of Korea,HMM Company Limited,Republic of Korea,H Paramount SA,Liberia,HMM Ocean Service Company Limited,Republic of Korea,—,—,—,—,HMM Ocean Service Company Limited,Republic of Korea,Unknown,Open Loop,HD Hyundai Heavy Industries Company Limited,—,9625542,636015950,58558,78526,6RT-FLEX82T
fully cellular containership,10997959,Seaspan Ganges,Live,"Hong Kong, S.A.R., China",59440,2014,"Neo-Panamax, 8'-12'TEU",119278,Single,VRMV8,112967,2011-983,Jiangsu New Yangzijiang Shipbuilding Company Limited,Jingjiang,336.95,319.97,48.31,48.20,27.20,15.5,11.70,—,B&W Diesel A/S,Seaspan Corporation,"Hong Kong, S.A.R., China",Hong Kong,10100,Atlas Corporation,United Kingdom,Seaspan Corporation,"Hong Kong, S.A.R., China",Seaspan YZJ 983 Limited,"Hong Kong, S.A.R., China",Seaspan Ship Management Limited,Canada,—,—,—,—,Seaspan Ship Management Limited,Canada,Unknown,Unknown,Unknown Scrubber Manufacturer,—,9630365,477776100,39157,52510,10S90ME-C9
fully cellular containership,10997981,San Lorenzo Maersk,Live,Denmark (Int. Register),56290,2013,"Neo-Panamax, 8'-12'TEU",132519,Single,OXOF2,118938,2523,HD Hyundai Heavy Industries Company Limited,Ulsan,333.2,318.00,48.20,48.20,26.80,14.0,12.80,HD Hyundai Heavy Industries Company Limited,MAN Diesel AS,Maersk A/S,Denmark,Copenhagen,9669,AP Moller Holding AS,Denmark,Maersk A/S,Denmark,Maersk A/S,Denmark,Maersk A/S,Denmark,Maersk Line Limited (USA),United States of America,—,—,Maersk A/S,Denmark,—,—,—,—,9622227,219096000,40670,54539,7S90ME-C9.2
fully cellular containership,10997982,Trancura,Live,Liberia,58570,2013,"Neo-Panamax, 8'-12'TEU",115997,Single,D5EV9,96628,4093,Daewoo-Mangalia Heavy Industries S.A.,Mangalia,299.9,286.80,—,48.40,24.00,14.5,10.00,—,B&W Diesel A/S,Oceonix Services Limited,United Kingdom,Monrovia,8704,Global Transport Income Fund Master Partnership SCSp,Luxembourg,Oceonix Services Limited,United Kingdom,Jupiter 18 Limited,United Kingdom,Columbia Shipmanagement Limited,Cyprus,—,—,—,—,Columbia Shipmanagement Limited,Cyprus,—,—,—,—,9627916,636016177,33974,45559,9S90ME-C8
fully cellular containership,10997983,Hyundai Privilege,Live,Liberia,29745,2013,"Post Panamax, 5'-8'TEU",63010,Single,D5DY5,52467,H2539,HD Hyundai Heavy Industries Company Limited,Ulsan,255.4,242.00,37.40,37.40,22.10,13.5,9.00,HD Hyundai Heavy Industries Company Limited,Wartsila Corporation,HMM Company Limited,Republic of Korea,Monrovia,5023,HMM Company Limited,Republic of Korea,HMM Company Limited,Republic of Korea,H Privilege SA,Liberia,HMM Ocean Service Company Limited,Republic of Korea,—,—,—,—,HMM Ocean Service Company Limited,Republic of Korea,Unknown,Open Loop,HD Hyundai Heavy Industries Company Limited,—,9625554,636016003,58558,78526,6RT-FLEX82T
fully cellular containership,10997984,OOCL Egypt,Live,"Hong Kong, S.A.R., China",69987,2013,"VLCS, 12'-14.5'TEU",144179,Single,VRLZ3,141481,2007,Samsung Shipbuilding & Heavy Industries Company Limited,Goeje Is.,366.47,350.00,48.20,48.20,29.80,14.0,15.80,—,B&W Diesel A/S,Financial Partners Group Company Limited (FPG),Japan,Hong Kong,13200,Financial Partners Group Company Limited (FPG),Japan,Financial Partners Group Company Limited (FPG),Japan,FPG Shipholding Panama 31 S.A.,Panama,Orient Overseas Container Line Limited (OOCL),"Hong Kong, S.A.R., China",Orient Overseas Container Line Limited (OOCL),"Hong Kong, S.A.R., China",—,—,Orient Overseas Container Line Limited (OOCL),"Hong Kong, S.A.R., China",—,—,—,—,9622631,477832500,54200,72683,12S90ME-C9
fully cellular containership,10997985,Value,Live,Malta,60206,2013,"Neo-Panamax, 8'-12'TEU",110875,Single,9HA3355,95390,4021,Sungdong Shipbuilding & Marine Engineering Company Limited,Tongyeong,299.95,288.52,48.20,48.19,24.60,14.5,10.10,HD Hyundai Heavy Industries Company Limited,B&W Diesel A/S,Costamare Shipping Company S.A.,Greece,Valletta,8800,Costamare Bulk Incorporated,Monaco,Costamare Shipping Company S.A.,Greece,Raymond Shipping Company,Greece,Costamare Shipping Company S.A.,Greece,Evergreen Marine Corporation (Taiwan) Limited (EVERGREEN LINE),"Taiwan, China",—,—,Costamare Shipping Company S.A.,Greece,—,—,—,—,9628166,229467000,58558,78526,9S90ME-C8.2
fully cellular containership,10997986,Kota Lekas,Live,Singapore,20270,2014,"Panamax, 3'-5'TEU",57712,Single,9V8480,47933,S1222,Shanghai Shipyard Company Limited,Shanghai,254.9,242.00,—,37.30,19.60,11.0,8.60,HD Hyundai Heavy Industries Company Limited,B&W Diesel A/S,Pacific International Lines (Private) Limited,Republic of Singapore,Singapore,4574,Pacific International Lines (Private) Limited,Republic of Singapore,Pacific International Lines (Private) Limited,Republic of Singapore,Pacific International Lines (Private) Limited,Republic of Singapore,Pacific International Lines (Private) Limited,Republic of Singapore,—,—,—,—,Pacific International Lines (Private) Limited,Republic of Singapore,—,—,—,—,9625401,563172300,26160,35081,8S70ME-C8
fully cellular containership,10997987,San Antonio Maersk,Live,Denmark (Int. Register),56290,2014,"Neo-Panamax, 8'-12'TEU",132519,Single,OXCQ2,118938,2525,HD Hyundai Heavy Industries Company Limited,South Korea,333.2,318.00,48.29,48.20,26.80,14.0,12.80,HD Hyundai Heavy Industries Company Limited,MAN Diesel AS,Maersk A/S,Denmark,Copenhagen,9700,AP Moller Holding AS,Denmark,Maersk A/S,Denmark,Maersk A/S,Denmark,Maersk A/S,Denmark,—,—,—,—,Maersk A/S,Denmark,—,—,—,—,9622241,219095000,40670,54539,7S90ME-C9.2
fully cellular containership,10997988,Traiguen,Live,Liberia,58570,2013,"Neo-Panamax, 8'-12'TEU",116384,Double Hull,D5EP4,96628,4092,Daewoo-Mangalia Heavy Industries S.A.,Mangalia,299.9,286.80,—,48.40,24.80,14.5,10.30,—,B&W Diesel A/S,Oceonix Services Limited,United Kingdom,Monrovia,8704,Global Transport Income Fund Master Partnership SCSp,Luxembourg,Oceonix Services Limited,United Kingdom,Polar 4 Limited,Bermuda,Columbia Shipmanagement Limited,Cyprus,—,—,—,—,Columbia Shipmanagement Limited,Cyprus,—,—,—,—,9627904,636016125,33974,45559,9S90ME-C8
fully cellular containership,10997989,Leonidio,Live,Malta,25032,2014,"Panamax, 3'-5'TEU",58059,Single,9HA3483,48338,YZJ2010-987,Jiangsu New Yangzijiang Shipbuilding Company Limited,Jingjiang,255.37,241.93,—,37.30,19.60,14.0,5.60,STX Heavy Industries,B&W Diesel A/S,Costamare Shipping Company S.A.,Greece,Valletta,4957,Costamare Bulk Incorporated,Monaco,Costamare Shipping Company S.A.,Greece,Simone Shipping Company,Liberia,F.A. Vinnen & Company (GmbH & Company KG),Germany,—,—,—,—,F.A. Vinnen & Company (GmbH & Company KG),Germany,—,—,—,—,9618587,229648000,36560,49028,6S80ME-C
fully cellular containership,10997990,Mary Maersk,Live,Denmark (Int. Register),89317,2013,"ULCS, 14.5'+ TEU",213971,Single,OWJE2,194849,4252,Hanwha Ocean Company Limited,Okpo,399.0,376.21,59.00,59.00,30.30,14.5,15.80,Doosan Engine Company Limited,B&W Diesel A/S,Maersk A/S,Denmark,Svendborg,18270,AP Moller Holding AS,Denmark,Maersk A/S,Denmark,Maersk A/S,Denmark,Maersk A/S,Denmark,—,—,—,—,Maersk A/S,Denmark,Unknown,Unknown,Unknown Scrubber Manufacturer,—,9619921,219018692,29680,39801,8S80ME-C9
fully cellular containership,10997991,NC Breda,Live,Brazil,16794,2014,"Panamax, 3'-5'TEU",48044,Single,PU8237,39106,S1209,Shanghai Shipyard Company Limited,Shanghai,223.98,213.00,—,34.80,19.30,12.5,8.70,CSSC-MES Diesel Company Limited (CMD),B&W Diesel A/S,Hapag-Lloyd Aktiengesellschaft,Germany,Rio de Janeiro,3800,Hapag-Lloyd Aktiengesellschaft,Germany,Hapag-Lloyd Aktiengesellschaft,Germany,Hlag Vessel Holding Limited,Malta,V. Ships (Brasil) S.A.,Brazil,Norcoast Logistica SA,Brazil,—,—,V. Ships (Brasil) S.A.,Brazil,—,—,—,—,9612765,710006782,31990,42899,6S70ME-C
fully cellular containership,10997997,Vantage,Live,Malta,60183,2013,"Neo-Panamax, 8'-12'TEU",110875,Single,9HA3435,95390,4024,Sungdong Shipbuilding & Marine Engineering Company Limited,Tongyeong,299.95,288.50,48.33,48.20,24.69,12.5,10.10,HD Hyundai Heavy Industries Company Limited,B&W Diesel A/S,Costamare Shipping Company S.A.,Greece,Valletta,8800,Costamare Bulk Incorporated,Monaco,Costamare Shipping Company S.A.,Greece,Undine Shipping Company,Liberia,Costamare Shipping Company S.A.,Greece,Evergreen Marine Corporation (Taiwan) Limited (EVERGREEN LINE),"Taiwan, China",—,—,Costamare Shipping Company S.A.,Greece,—,—,—,—,9628192,229598000,47430,63605,9S90ME-C8.2
fully cellular containership,10997999,RDO Fortune,Live,Liberia,30302,2012,"Post Panamax, 5'-8'TEU",62997,Single,D5RZ3,52464,S590,HD Hyundai Samho Company Limited,Samho,256.06,242.00,—,37.40,22.10,13.5,8.60,HD Hyundai Heavy Industries Company Limited,B&W Diesel A/S,D.Oltmann GmbH & Company KG,Germany,Monrovia,5033,D.Oltmann GmbH & Company KG,Germany,D.Oltmann GmbH & Company KG,Germany,Deocon Schiffahrtsgesellschaft mbH & Company KG,Germany,Bernhard Schulte Shipmanagement (Deutschland) GmbH & Company KG,Germany,—,—,—,—,Bernhard Schulte Shipmanagement (Deutschland) GmbH & Company KG,Germany,—,—,—,—,9623673,636092878,23280,31219,6S80ME-C9.2
fully cellular containership,10998120,Yokohama Express,Live,"Hong Kong, S.A.R., China",59440,2015,"Neo-Panamax, 8'-12'TEU",119039,Single,VRNY4,113505,YZJ2011-994,Jiangsu New Yangzijiang Shipbuilding Company Limited,Jingjiang,337.0,321.75,48.31,48.20,27.20,15.52,11.68,—,B&W Diesel A/S,SPDB Financial Leasing Company Limited (Puyin Financial Leasing Company Limited),People's Republic of China,Hong Kong,10100,Shanghai Pudong Development Bank,People's Republic of China,SPDB Financial Leasing Company Limited (Puyin Financial Leasing Company Limited),People's Republic of China,SPDBFL No One Hundred & Twenty Five (Shanghai) Ship Leasing Company Limited,People's Republic of China,Seaspan Ship Management Limited,Canada,Seaspan Corporation,"Hong Kong, S.A.R., China",—,—,Seaspan Ship Management Limited,Canada,—,—,—,—,9630418,477699600,39157,52510,10S90ME-C9.2
fully cellular containership,10998122,Sinotrans Dalian,Live,"Hong Kong, S.A.R., China",5031,2013,"Feeder, 1'-2'TEU",13481,Single,VRMG7,9944,QS1100-20,Qingshan Shipyard of China Changjiang National Shipping Group,Wuhan,147.9,140.30,—,23.25,11.51,8.51,3.00,Wuxi Antai Power Machinery Company,MAN Energy Solutions SE,Sinotrans & CSC Holdings Company Limited,"Hong Kong, S.A.R., China",Hong Kong,1118,China Merchants Group Limited,"Hong Kong, S.A.R., China",Sinotrans & CSC Holdings Company Limited,"Hong Kong, S.A.R., China",Yunhua Shipping Company Limited,People's Republic of China,Sinotrans Container Lines Company Limited (Sinolines),People's Republic of China,—,—,—,—,Sinotrans Container Lines Company Limited (Sinolines),People's Republic of China,—,—,—,—,9631644,477767600,7200,9655,7L58/64
fully cellular containership,10998125,Pelican,Live,Liberia,7402,2013,"Feeder, 1'-2'TEU",22071,Double Hull,D5BA3,16770,980,CSBC Corporation Taiwan,Keelung,172.1,162.10,—,27.30,13.70,9.52,4.23,Doosan Engine Company Limited,B&W Diesel A/S,XT Management Limited,Israel,Monrovia,1809,XT Holding Limited,Israel,XT Management Limited,Israel,Taichung Refo Shipping Limited,Liberia,XT Management Limited,Israel,Teh Shipping Lines Company Limited,"Taiwan, China",—,—,XT Management Limited,Israel,Unknown,Unknown,Unknown Scrubber Manufacturer,—,9626560,636015481,14280,19150,6S60ME-C
fully cellular containership,10998600,Jogela,Live,Madeira,21585,2014,"Panamax, 3'-5'TEU",62134,Single,CQIX,48338,YZJ2009-914,Jiangsu New Yangzijiang Shipbuilding Company Limited,Jingjiang,255.35,241.92,—,37.30,19.60,13.0,6.60,Doosan Engine Company Limited,B&W Diesel A/S,Puritano Holding Gmbh & Company Kg,Germany,Funchal,4957,Peter Doehle Schiffahrts-KG,Germany,Puritano Holding Gmbh & Company Kg,Germany,ms 'Jogela' Puritano Schiffahrts GmbH & Company KG,Germany,Peter Doehle Schiffahrts-KG,Germany,—,—,—,—,Peter Doehle Schiffahrts-KG,Germany,—,—,—,—,9619402,255805573,13560,18184,6S80ME-C9
fully cellular containership,10998726,Port Vila Chief,Live,Singapore,10500,2013,"Feedermax, 2'-3'TEU",30814,Single,9V9711,25483,638,Zhoushan Putuo Changhong Shipbuilding Company Limited,Zhoushan,199.0,188.79,—,28.20,15.50,10.5,5.00,—,Sulzer Turbomachinery Services,The China Navigation Company Limited (CNC),Republic of Singapore,Singapore,2082,John Swire & Sons Limited,United Kingdom,The China Navigation Company Limited (CNC),Republic of Singapore,Swire Shipping Private Limited,Republic of Singapore,Swire Shipping Private Limited,Republic of Singapore,—,—,—,—,Swire Shipping Private Limited,Republic of Singapore,—,—,—,—,9614488,566908000,13560,18184,6RT-flex58T
fully cellular containership,110007,King Honor,Dead,St. Vincent & Grenadines,11628,1978,"Feeder, 1'-2'TEU",28800,Single,—,21669,210,Kaldnes Mek Verkstad A/S,Tonsberg,200.55,192.16,25.43,25.43,14.80,0.0,4.51,Nylands Verksted,B&W Diesel A/S,Indian Breakers,—,Kingstown,1201,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7521986,—,9626,12909,7K67GF
fully cellular containership,110010,Achim,Dead,Unknown,4788,1978,"Small Feeder,  -1'TEU",13101,Single,—,11314,178,Mie Shipyard Company Limited,Yokkaichi,153.0,145.01,23.00,23.00,13.01,8.66,4.35,NKK Corporation,Semt Pielstick SA,Chinese Breakers,—,—,930,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7618519,—,8605,11700,18PC2-5V-400
fully cellular containership,110037,MSC Lucia,Dead,Panama,7438,1978,"Feeder, 1'-2'TEU",20239,Single,—,14953,854,Evergreen Heavy Industry Company,Nagasaki,186.74,172.74,25.48,25.40,13.80,10.32,3.55,Ishikawajima-Harima Heavy Industries Company Limited,Sulzer Turbomachinery Services,Indian Breakers,—,Panama,1214,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7708754,—,14989,20100,6RND90M
fully cellular containership,11004288,HMM Pride,Live,South Korea,78387,2014,"VLCS, 12'-14.5'TEU",146046,Single,D8HP,142620,4276,Hanwha Ocean Company Limited,Goeje Is.,365.5,349.50,—,48.40,29.90,15.52,13.90,Doosan Engine Company Limited,Unknown Engine Designer,HMM Company Limited,Republic of Korea,Jeju,13154,HMM Company Limited,Republic of Korea,HMM Company Limited,Republic of Korea,HMM Company Limited,Republic of Korea,HMM Ocean Service Company Limited,Republic of Korea,—,—,—,—,HMM Ocean Service Company Limited,Republic of Korea,Unknown,Unknown,Panasia Company Limited,—,9637260,441486000,66748,89509,12K98MC-C
fully cellular containership,11004289,HMM Victory,Live,South Korea,78387,2014,"VLCS, 12'-14.5'TEU",146046,Single,D7HV,142620,4275,Hanwha Ocean Company Limited,Goeje Is.,365.5,349.50,48.40,48.40,29.90,14.0,13.90,—,Unknown Engine Designer,HMM Company Limited,Republic of Korea,Jeju,13154,HMM Company Limited,Republic of Korea,HMM Company Limited,Republic of Korea,HMM Company Limited,Republic of Korea,HMM Ocean Service Company Limited,Republic of Korea,—,—,—,—,HMM Ocean Service Company Limited,Republic of Korea,Unknown,Unknown,Panasia Company Limited,—,9637258,441754000,66748,89509,12K98MC-C
fully cellular containership,11004290,HMM Drive,Live,South Korea,78387,2014,"VLCS, 12'-14.5'TEU",146046,Single,D7DV,142620,4274,Hanwha Ocean Company Limited,Goeje Is.,365.5,349.50,48.40,48.40,29.90,14.0,13.90,Doosan Engine Company Limited,Unknown Engine Designer,HMM Company Limited,Republic of Korea,Jeju,13154,HMM Company Limited,Republic of Korea,HMM Company Limited,Republic of Korea,HMM Company Limited,Republic of Korea,HMM Ocean Service Company Limited,Republic of Korea,—,—,—,—,HMM Ocean Service Company Limited,Republic of Korea,Unknown,Unknown,Panasia Company Limited,—,9637246,440009000,66748,89509,12K98MC-C
fully cellular containership,11004334,HMM Hope,Live,South Korea,78387,2014,"VLCS, 12'-14.5'TEU",146046,Single,D7HP,142620,4273,Hanwha Ocean Company Limited,Okpo,356.5,349.50,48.40,48.40,29.90,15.52,14.38,Doosan Engine Company Limited,Unknown Engine Designer,HMM Company Limited,Republic of Korea,Jeju,13154,HMM Company Limited,Republic of Korea,HMM Company Limited,Republic of Korea,HMM Company Limited,Republic of Korea,HMM Ocean Service Company Limited,Republic of Korea,—,—,—,—,HMM Ocean Service Company Limited,Republic of Korea,Unknown,Unknown,Panasia Company Limited,—,9637234,440176000,66748,89509,12K98MC-C
fully cellular containership,11004335,HMM Dream,Live,South Korea,78387,2014,"VLCS, 12'-14.5'TEU",146046,Single,D7DR,142620,4272,Hanwha Ocean Company Limited,Okpo,365.5,349.50,48.40,48.40,29.90,14.0,13.90,Doosan Engine Company Limited,Unknown Engine Designer,HMM Company Limited,Republic of Korea,Jeju,13154,HMM Company Limited,Republic of Korea,HMM Company Limited,Republic of Korea,HMM Company Limited,Republic of Korea,HMM Ocean Service Company Limited,Republic of Korea,—,—,—,—,HMM Ocean Service Company Limited,Republic of Korea,Unknown,Unknown,Panasia Company Limited,—,9637222,441981000,66748,89509,12K98MC-C
fully cellular containership,11004338,Hyundai Platinum,Live,Liberia,29745,2013,"Post Panamax, 5'-8'TEU",63010,Single,D5EC4,52467,H2540,HD Hyundai Heavy Industries Company Limited,Gunsan,255.0,242.00,37.40,37.40,22.10,13.5,8.50,HD Hyundai Heavy Industries Company Limited,Wartsila Corporation,Capital Product Partners LP,Greece,Monrovia,5023,Marinakis Group of Companies,Greece,Capital Product Partners LP,Greece,Cronus Container Carrier S.A.,Liberia,HMM Ocean Service Company Limited,Republic of Korea,HMM Company Limited,Republic of Korea,—,—,HMM Ocean Service Company Limited,Republic of Korea,Unknown,Open Loop,HD Hyundai Heavy Industries Company Limited,—,9637155,636016038,58558,78526,6RT-FLEX82T
fully cellular containership,11004397,SFL Maui,Live,Liberia,41072,2013,"Post Panamax, 5'-8'TEU",80228,Single,5LBV2,71112,S628,HD Hyundai Samho Company Limited,Mokpo,270.0,258.00,42.80,42.80,24.80,14.5,10.30,HD Hyundai Heavy Industries Company Limited,Wartsila Corporation,Frontline Management AS,Norway,Monrovia,6900,Frontline plc,Cyprus,Frontline Management AS,Norway,LS-LBR 3 Company Limited,Liberia,Bernhard Schulte Shipmanagement (Singapore) Private Limited,Republic of Singapore,Maersk A/S,Denmark,—,—,Bernhard Schulte Shipmanagement (Singapore) Private Limited,Republic of Singapore,—,—,—,—,9635688,636021013,33670,45747,8RT-flex82T
fully cellular containership,11004398,Nicaragua Express,Live,Marshall Islands,40452,2013,"Post Panamax, 5'-8'TEU",80350,Single,V7ZT8,71021,S621,HD Hyundai Samho Company Limited,Incheon,270.07,258.00,42.80,42.80,24.80,1.45,23.35,HD Hyundai Heavy Industries Company Limited,B&W Diesel A/S,Triton Containers Holdings LLC,Marshall Islands,Majuro,6881,George Youroukos Group of Companies,Greece,Triton Containers Holdings LLC,Marshall Islands,Philippos Marine LLC,Marshall Islands,Technomar Shipping Incorporated,Greece,—,—,—,—,Technomar Shipping Incorporated,Greece,—,—,—,—,9635676,538004912,33670,45152,8S80ME-C9.2
fully cellular containership,11004399,Colombia Express,Live,Marshall Islands,40452,2013,"Post Panamax, 5'-8'TEU",80274,Single,V7ZT7,71021,S620,HD Hyundai Samho Company Limited,Incheon,270.07,258.01,42.79,42.79,24.80,1.45,23.35,HD Hyundai Heavy Industries Company Limited,B&W Diesel A/S,Technomar Shipping Incorporated,Greece,Majuro,6881,George Youroukos Group of Companies,Greece,Technomar Shipping Incorporated,Greece,Alexander Marine LLC,Marshall Islands,Technomar Shipping Incorporated,Greece,—,—,—,—,Technomar Shipping Incorporated,Greece,—,—,—,—,9635664,538004911,33670,45152,8S80ME-C9.2
