Name,LLI Vessel Type,Built At,Built By,LLI NO,Status,Flag,Net Weight,Vessel Type and Size,DWT,Hull Type,Call Sign,Gross Tonnes,Yard Number,Length Overall (m),Length Between Perpendicular (m),Breadth Extreme (m),Breadth Moulded (m),Maximum Draught (m),Freeboard (m),Designed By,Port Of Registry,TEU Capacity,Beneficial Owner,Beneficial Owner Country/Region,Commercial Operator,Commercial Operator Country/Region,Registered Owner,Registered Owner Country/Region,Third Party Operator,Third Party Operator Country/Region,Nominal Owner,Nominal Owner Country/Region,IMO,MMSI,Depth (m),Built,Scrubber installation type,Scrubber manufacturer,Scrubber operating arrangement,Scrubber type,Engine Built By,Engine Power (kW),Engine Horsepower,Engine Designation,P & I Club,Class 1,Class 2,Class 3,Last docking survey date,Last intermediate survey date,Last special survey date,Last tailshaft survey date,Next Docking Survey Date,Next Special Survey Date,ISM Manager,ISM Manager Country/Region,Technical Manager,Technical Manager Country/Region,AIS Destination,Matched Destination,Latest AIS message type,Latest AIS message timestamp,AIS ETA,Company contact,Company contact Country/Region,Lat,Lng
Ryoumei Maru,asphalt tanker,Miura,Miura Shipbuilding Company Limited,12117518,Live,Japan,323,1'+ dwt,1226,Double Hull,7JQC,1061,1501,69.98,-,-,11.50,4.01,0.49,The Hanshin Diesel Works Limited,Yokohama,-,Nippon Gas Line Company Limited,Japan,Nippon Gas Line Company Limited,Japan,Kyokuyu Kaiun Company Limited,Japan,-,-,-,-,9682083,432941000,4.50,2013,-,-,-,-,The Hanshin Diesel Works Limited,1323,1800,LA28G,Japan Shipowners Mutual Protection & Indemnity Association,Nippon Kaiji Kyokai,-,-,2020-09-17T00:00:00,-,2018-09-13T00:00:00,-,2028-09-23T00:00:00,2028-09-23T00:00:00,Kyokuyu Kaiun Company Limited,Japan,Kyokuyu Kaiun Company Limited,Japan,>JP TXD OFF /E,Tokuyamakudamatsu,A,17 Aug 2026 14:16:11 GMT,19 Aug 2026 15:30:00 GMT,Nippon Gas Line Company Limited,Japan,"37° 36' 19"" N","137° 18' 13"" E"
Yuyo Maru,asphalt tanker,Japan,Asakawa Shipbuilding Company Limited,12169877,Live,Japan,-,1'+ dwt,1312,Double Hull,JD3669,746,591,69.32,65.00,-,11.20,4.31,0.34,B&W Diesel A/S,Imabari,-,Yoshida Kaiun K.K.,Japan,Yoshida Kaiun K.K.,Japan,Yoshida Kaiun K.K.,Japan,-,-,-,-,9709283,431005234,4.65,2014,-,-,-,-,Akasaka Diesels Limited,1471,2000,6L35MC,-,Nippon Kaiji Kyokai,-,-,2021-01-26T00:00:00,-,2019-01-17T00:00:00,-,2029-03-24T00:00:00,2029-03-24T00:00:00,-,-,Yoshida Kaiun K.K.,Japan,>JP SGM OFF /WM,-,A,17 Aug 2026 14:14:26 GMT,17 Aug 2026 15:00:00 GMT,Yoshida Kaiun K.K.,Japan,"38° 19' 7"" N","141° 2' 23"" E"
Bukit I,edible oil tanker,Hiroshima,Tsuneishi Shipbuilding Company Limited,121733,Live,Indonesia,435,1'+ dwt,1173,Single,YBWC,687,-,61.00,56.60,-,9.66,-,0.51,Makita Corporation,Jakarta,-,P.T. Pelayaran Armada Segara Perkasa,Indonesia,P.T. Pelayaran Armada Segara Perkasa,Indonesia,P.T. Pelayaran Armada Segara Perkasa,Indonesia,-,-,-,-,7220128,525015517,4.45,1965,-,-,-,-,Makita Corporation,820,1100,D5HC36,-,-,-,-,-,-,1994-08-01T00:00:00,-,-,-,-,-,P.T. Pelayaran Armada Segara Perkasa,Indonesia,-,-,-,-,-,P.T. Pelayaran Armada Segara Perkasa,Indonesia,-,-
Hua Hang He Shun,asphalt tanker,Huanggang,Wuhan Nanhua Huanggang Jiangbei Shipyard Company Limited,12237789,Live,China,1617,1'+ dwt,6111,Double Hull,BPMR2,5392,NHJB510,108.00,102.00,18.00,17.60,6.50,3.61,Yanmar Diesel Engine Company Limited,Wuhan,-,Wuhan Datong Industry Company Limited,People's Republic of China,Wuhan Datong Industry Company Limited,People's Republic of China,Wuhan Datong Industry Company Limited,People's Republic of China,-,-,-,-,9677882,413825408,10.10,2014,-,-,-,-,Qingdao Zichai Boyang Diesel Engine Company Limited,2574,4687,6N330-EW,West of England Mutual Shipowners Protection & Indemnity Association (Luxemburg),China Classification,-,-,-,-,2019-03-02T00:00:00,-,2029-02-24T00:00:00,2029-02-24T00:00:00,Wuhan New Port Datong International Shipping Company Limited,People's Republic of China,Wuhan New Port Datong International Shipping Company Limited,People's Republic of China,ZHOUSHAN CN,Zhoushan Port,A,17 Aug 2026 14:15:37 GMT,14 Aug 2026 04:00:00 GMT,Wuhan Datong Industry Company Limited,People's Republic of China,"29° 45' 2"" N","122° 57' 58"" E"
Angel Blue,asphalt tanker,Yawatahama,Kurinoura Dockyard K.K.,12239095,Live,Panama,492,1'+ dwt,1621,Double Hull,3FBF6,1637,432,74.98,69.95,12.00,12.00,4.50,1.30,The Hanshin Diesel Works Limited,Panama,-,Itochu Corporation,Japan,Itochu Enex Company Limited,Japan,ET Marine SA Incorporated (80%) & SK Marine SA (20%),Panama,-,-,-,-,9711585,373395000,5.80,2014,-,-,-,-,The Hanshin Diesel Works Limited,1765,2233,LA34G,NorthStandard,Nippon Kaiji Kyokai,Overseas Marine Certification Services,-,2020-04-22T00:00:00,-,2018-05-29T00:00:00,-,2028-05-28T00:00:00,2028-05-28T00:00:00,Fine Ocean Marine Company Limited,Republic of Korea,Fine Ocean Marine Company Limited,Republic of Korea,KR YOS,-,A,17 Aug 2026 14:16:31 GMT,18 Aug 2026 23:00:00 GMT,Itochu Enex Company Limited,Japan,"37° 34' 14"" N","137° 29' 18"" E"
Jaya Ocean,asphalt tanker,Japan,Murakami Hide Shipbuilding Company Limited,12239855,Live,Singapore,1283,1'+ dwt,5250,Double Hull,9V2957,4275,610,102.51,98.50,-,17.80,5.91,2.84,B&W Diesel A/S,Singapore,-,Nippon Yusen Kabushiki Kaisha (NYK Line) (Nippon Yusen Kaisha),Japan,ENEOS Ocean Corporation,Japan,Jaya Trade Private Limited,Republic of Singapore,-,-,-,-,9726839,565390000,8.75,2014,-,-,-,-,Hitachi Zosen Corporation,2600,4057,5L35MC,Japan Shipowners Mutual Protection & Indemnity Association,Nippon Kaiji Kyokai,-,-,2019-11-02T00:00:00,-,2019-11-02T00:00:00,-,2029-11-12T00:00:00,2029-11-12T00:00:00,NYK Energy Ocean Shipmanagement Private Limited,Republic of Singapore,NYK Energy Ocean Shipmanagement Private Limited,Republic of Singapore,CNYPG,-,A,17 Aug 2026 09:45:20 GMT,15 Aug 2026 04:00:00 GMT,ENEOS Ocean Corporation,Japan,"19° 51' 55"" N","109° 7' 52"" E"
Essayra,fruit juice tanker,Zhoushan,Yangfan Group Company Limited,12241613,Live,Liberia,8281,1'+ dwt,39202,Single,D5KW2,27600,BC38K-DM10,179.99,176.65,30.00,30.00,10.50,4.50,B&W Diesel A/S,Monrovia,-,Wisby Tankers AB,Sweden,Wisby Tankers AB,Sweden,R&M HG Wave Incorporated,Marshall Islands,-,-,-,-,9735452,636017418,15.00,2016,-,-,-,-,-,6050,12942,5S50ME-B,Swedish Club (Sverige Angfartygs Assurans Forening),DNV,-,-,-,-,-,-,2031-04-20T00:00:00,2031-04-20T00:00:00,Wisby Shipmanagement AB,Sweden,Wisby Shipmanagement AB,Sweden,BE GNE,Gent (Ghent),A,17 Aug 2026 14:11:35 GMT,22 Aug 2026 04:00:00 GMT,Wisby Tankers AB,Sweden,"32° 4' 32"" N","18° 1' 5"" W"
Yesilkoy 1,asphalt tanker,Rendsburg,HDW Nobiskrug GmbH & Company KG,12244,Live,Unknown,516,1'+ dwt,1875,Single,-,1207,632,73.00,68.00,11.21,11.21,4.77,0.34,Mak Motoren GmbH & Company KG,-,-,-,-,-,-,-,-,-,-,-,-,5418408,-,5.11,1963,-,-,-,-,Mak Motoren GmbH & Company KG,895,1200,6ZU451AK,-,-,-,-,-,-,1992-11-01T00:00:00,-,-,-,-,-,-,-,-,-,-,-,-,Besiktas,-,-,-
Seroja X,edible oil tanker,Pulau Batam,P.T. Usda Seroja Jaya,12245291,Live,Indonesia,-,1'+ dwt,4175,Single,JZZQ,2091,H-020,89.34,-,16.00,15.00,5.34,0.81,Yanmar Diesel Engine Company Limited,Batam,-,P.T. Usda Seroja Jaya,Indonesia,P.T. Usda Seroja Jaya,Indonesia,P.T. Usda Seroja Jaya,Indonesia,-,-,-,-,9735725,525020223,5.34,2014,-,-,-,-,Yanmar Diesel Engine Company Limited,485,2600,6AYM-WST,London Steamship Owners Mutual Insurance Association Ltd,RINA Services S.p.A.,-,-,-,-,2019-05-06T00:00:00,-,2029-03-28T00:00:00,2029-03-28T00:00:00,P.T. Usda Seroja Jaya,Indonesia,P.T. Usda Seroja Jaya,Indonesia,GRESIK,-,A,17 Aug 2026 14:12:39 GMT,12 Aug 2026 01:00:00 GMT,P.T. Usda Seroja Jaya,Indonesia,"7° 10' 33"" S","112° 40' 35"" E"
Ayer Cherdas,water tanker,China,-,12256910,Live,Singapore,144,-1' dwt,626,Single,9V2801,481,286,45.00,-,10.00,9.80,3.80,-,Caterpillar Incorporated,Singapore,-,PSA International Limited,Republic of Singapore,PSA Marine Private Limited,Republic of Singapore,PSA Marine Private Limited,Republic of Singapore,-,-,-,-,9698745,565102000,-,2014,-,-,-,-,Caterpillar Incorporated,634,1042,C32,-,Lloyds Register,-,-,2024-07-10T00:00:00,-,2024-08-13T00:00:00,-,2029-07-02T00:00:00,2029-07-02T00:00:00,-,-,PSA Marine Private Limited,Republic of Singapore,-,-,A,17 Aug 2026 14:16:24 GMT,-,PSA Marine Private Limited,Republic of Singapore,"1° 15' 25"" N","103° 50' 27"" E"
Palanca Cadiz,asphalt tanker,Rijeka,3 Maj Brodogradiliste d.d.,12259835,Live,Marshall Islands,3612,1'+ dwt,14882,Double Hull,V7RI4,10830,731,133.35,128.20,23.00,23.00,8.60,3.81,Wartsila Corporation,Majuro,-,Nippo Shipping (Nippo Kaiun K.K.) Company Limited,Japan,Nippo Shipping (Nippo Kaiun K.K.) Company Limited,Japan,NCN Corporation,Panama,-,-,-,-,9748007,538007108,12.40,2017,-,-,-,-,3 Maj Brodogradiliste d.d.,4500,6114,W6x35,Steamship Mutual Underwriting Association (Bermuda) Ltd,American Bureau,-,-,-,2020-01-14T00:00:00,2022-05-01T00:00:00,-,2027-01-17T00:00:00,2027-01-17T00:00:00,-,-,Nippo Shipping (Nippo Kaiun K.K.) Company Limited,Japan,CASJB,Saint-John,A,17 Aug 2026 14:16:24 GMT,17 Aug 2026 08:00:00 GMT,Nippo Shipping (Nippo Kaiun K.K.) Company Limited,Japan,"45° 16' 26"" N","66° 2' 23"" W"
Palanca Rio,asphalt tanker,Rijeka,3 Maj Brodogradiliste d.d.,12259881,Live,Marshall Islands,3612,1'+ dwt,14882,Double Hull,V7QS4,10830,730,133.35,128.20,23.00,23.00,8.60,3.81,Wartsila Corporation,Majuro,-,Nippo Shipping (Nippo Kaiun K.K.) Company Limited,Japan,Nippo Shipping (Nippo Kaiun K.K.) Company Limited,Japan,NCN Corporation,Panama,Trafigura Beheer B.V.,Netherlands,-,-,9747998,538006907,12.40,2016,-,-,-,-,3 Maj Brodogradiliste d.d.,4500,6114,W6x35,Steamship Mutual Underwriting Association (Bermuda) Ltd,American Bureau,-,-,2021-02-08T00:00:00,2019-08-08T00:00:00,2021-04-01T00:00:00,2021-02-08T00:00:00,-,-,Executive Ship Management Private Limited,Republic of Singapore,Executive Ship Management Private Limited,Republic of Singapore,GRSKA,Skaramangas,A,17 Aug 2026 14:07:37 GMT,31 Aug 2026 06:00:00 GMT,Nippo Shipping (Nippo Kaiun K.K.) Company Limited,Japan,"37° 45' 5"" N","53° 43' 15"" W"
Duangtalay 8,water tanker,Malaysia,-,12259898,Live,Malaysia,138,-1' dwt,500,Single,9MYQ8,338,-,38.00,-,10.00,8.00,3.70,-,Unknown Engine Designer,Port Klang,-,Ocean Shine Ventures Limited,British Virgin Islands,Ocean Shine Ventures Limited,British Virgin Islands,Ocean Shine Ventures Limited,British Virgin Islands,-,-,-,-,9744817,533000092,-,2014,-,-,-,-,-,-,-,UNKNOWN,British Marine (QBE Insurance Group Limited),-,-,-,-,-,-,-,-,-,-,-,Ocean Shine Ventures Limited,British Virgin Islands,EOPL,-,A,17 Aug 2026 14:12:27 GMT,18 Dec 2026 12:00:00 GMT,Ocean Shine Ventures Limited,British Virgin Islands,"2° 8' 36"" N","104° 44' 54"" E"
Ayer Cherdek,water tanker,China,-,12263727,Live,Singapore,-,-1' dwt,627,Single,9V2802,481,287,45.00,-,10.00,9.80,3.80,-,Caterpillar Incorporated,Singapore,-,PSA International Limited,Republic of Singapore,PSA Marine Private Limited,Republic of Singapore,PSA Marine Private Limited,Republic of Singapore,-,-,-,-,9698812,565173000,-,2014,-,-,-,-,Caterpillar Incorporated,634,1042,C32,-,Lloyds Register,-,-,2024-09-05T00:00:00,-,2024-10-05T00:00:00,-,2029-08-03T00:00:00,2029-08-03T00:00:00,-,-,PSA Marine Private Limited,Republic of Singapore,SINGAPORE,-,A,17 Aug 2026 14:16:07 GMT,14 Aug 2026 00:00:00 GMT,PSA Marine Private Limited,Republic of Singapore,"1° 15' 26"" N","103° 50' 31"" E"
Ayer Chomel,water tanker,China,-,12264183,Live,Singapore,144,-1' dwt,550,Single,9V2803,481,290,45.00,-,-,9.80,3.80,-,Caterpillar Incorporated,Singapore,-,PSA International Limited,Republic of Singapore,PSA Marine Private Limited,Republic of Singapore,PSA Marine Private Limited,Republic of Singapore,-,-,-,-,9710921,565243000,-,2014,-,-,-,-,Caterpillar Incorporated,634,1042,C32,-,Lloyds Register,-,-,2024-10-21T00:00:00,-,2024-11-27T00:00:00,-,2029-10-23T00:00:00,2029-10-23T00:00:00,-,-,PSA Marine Private Limited,Republic of Singapore,-,-,A,17 Aug 2026 14:11:28 GMT,-,PSA Marine Private Limited,Republic of Singapore,"1° 13' 49"" N","103° 49' 14"" E"
T.Esra,asphalt tanker,Istanbul,RMK Marine Shipyard,12265146,Live,Turkiye,4702,1'+ dwt,19968,Double Hull,TCA3220,15674,NB092,156.45,147.85,25.03,25.00,9.27,5.33,Unknown Engine Designer,Istanbul,-,Koc Holding AS (KOC),Turkiye,(TUPRAS) Turkiye Petrol Rafinerileri A.S. (Turkish Petroleum Refineries Corporation),Turkiye,Kartal Tankercilik AS,Turkiye,Ditas Deniz Isletmeciligi ve Tankerciligi A.S.,Turkiye,-,-,9679878,271043916,14.60,2014,-,-,-,-,-,6788,9103,5RT-flex 50 DF,Assuranceforeningen Skuld,DNV,-,-,-,-,2019-12-27T00:00:00,-,2029-09-19T00:00:00,2029-09-19T00:00:00,Ditas Deniz Isletmeciligi ve Tankerciligi A.S.,Turkiye,Ditas Deniz Isletmeciligi ve Tankerciligi A.S.,Turkiye,TRTUT>TRALI,-,A,17 Aug 2026 14:12:58 GMT,14 Aug 2026 07:30:00 GMT,(TUPRAS) Turkiye Petrol Rafinerileri A.S. (Turkish Petroleum Refineries Corporation),Turkiye,"38° 49' 27"" N","26° 56' 51"" E"
Bitumen Heiwa,asphalt tanker,Japan,Nakatani Shipbuilding Company Limited,12265212,Live,Singapore,1082,1'+ dwt,3606,Double Hull,9V9986,3604,640,96.50,89.90,16.50,16.50,5.41,2.99,Akasaka Diesels Limited,Singapore,-,Hiin Holdings Private Limited,Republic of Singapore,Hiin Holdings Private Limited,Republic of Singapore,Chawin Investments Private Limited,Republic of Singapore,-,-,-,-,9751121,563233100,8.40,2015,-,-,-,-,Akasaka Diesels Limited,1912,3648,A37,-,Nippon Kaiji Kyokai,-,-,2020-10-21T00:00:00,-,2020-10-21T00:00:00,-,2030-11-05T00:00:00,2030-11-05T00:00:00,Aeromic Shipping (S) Private Limited,Republic of Singapore,Aeromic Shipping (S) Private Limited,Republic of Singapore,VUNGTAU-VN,Vung Tau,A,17 Aug 2026 14:13:31 GMT,19 Aug 2026 12:00:00 GMT,Hiin Holdings Private Limited,Republic of Singapore,"16° 20' 33"" N","110° 15' 34"" E"
San Bacco,asphalt tanker,Nanjing,AVIC Dingheng Shipbuilding Company Limited,12267375,Live,Malta,1411,1'+ dwt,4995,Double Hull,9HA4021,4703,AD0022,108.00,103.50,17.20,17.20,6.00,3.01,Wartsila Corporation,Valletta,-,Wisby Tankers AB,Sweden,Wisby Tankers AB,Sweden,Wisby Tankers AB,Sweden,-,-,-,-,9753818,256831000,9.00,2015,-,-,-,-,Wartsila Yuchai Engine Company (WYEC),3000,4076,6L32,Assuranceforeningen Gard,BV (provisional), (provisional), (provisional),2026-04-30T00:00:00,2024-01-28T00:00:00,2026-05-01T00:00:00,2026-05-10T00:00:00,-,-,ABC Maritime AG,Switzerland,ABC Maritime AG,Switzerland,GB TEE > FR DON,-,A,17 Aug 2026 14:13:45 GMT,13 Aug 2026 16:00:00 GMT,Wisby Tankers AB,Sweden,"47° 8' 15"" N","2° 25' 3"" W"
San Biagio,asphalt tanker,Jiangsu,AVIC Dingheng Shipbuilding Company Limited,12267377,Live,Malta,1411,1'+ dwt,4968,Double Side,9HA4020,4703,AD0023,108.00,103.50,17.20,17.20,6.00,3.01,Wartsila Corporation,Valletta,-,Wisby Tankers AB,Sweden,Wisby Tankers AB,Sweden,Wisby Tankers AB,Sweden,-,-,-,-,9753820,256837000,9.00,2015,-,-,-,-,Wartsila Yuchai Engine Company (WYEC),3000,4076,6L32,Assuranceforeningen Gard,AB (provisional),AB (provisional), (provisional),2026-03-13T00:00:00,2024-05-29T00:00:00,2026-03-01T00:00:00,2026-03-11T00:00:00,2031-04-25T00:00:00,2031-04-25T00:00:00,ABC Maritime AG,Switzerland,ABC Maritime AG,Switzerland,ASPROPYRGOS,-,A,17 Aug 2026 14:13:15 GMT,16 Aug 2026 15:30:00 GMT,Wisby Tankers AB,Sweden,"38° 0' 58"" N","23° 33' 30"" E"
Bituma,asphalt tanker,Nanjing,China Merchants Jinling Shipyard (Yangzhou) Dingheng Company Limited,12267380,Live,Netherlands,1411,1'+ dwt,4995,Double Hull,PDSW,4703,AD0055,108.00,103.50,17.20,17.20,6.00,3.01,Wartsila Corporation,Dordrecht,-,-,-,-,-,-,-,-,-,-,-,9753832,244994000,9.00,2016,-,-,-,-,Wartsila Yuchai Engine Company (WYEC),3000,4076,6L32,Assuranceforeningen Skuld,BV (provisional), (provisional), (provisional),2026-03-30T00:00:00,2023-09-11T00:00:00,2026-07-01T00:00:00,2026-03-30T00:00:00,-,-,-,-,-,-,SE NRK > NL RTM,Rotterdam,A,17 Aug 2026 14:15:57 GMT,17 Aug 2026 14:30:00 GMT,Suisse O.,-,"52° 3' 1"" N","3° 46' 20"" E"
Bitfjord,asphalt tanker,Nanjing,AVIC Dingheng Shipbuilding Company Limited,12267381,Live,Netherlands,1411,1'+ dwt,4993,Double Hull,PCSV,4703,AD0056,108.00,103.50,17.20,17.20,6.00,3.01,Wartsila Corporation,Dordrecht,-,Tarbit Shipping AB,Sweden,Tarbit Tankers B.V.,Netherlands,Bulgersteyn B.V.,Netherlands,-,-,-,-,9753844,244090224,9.00,2017,-,-,-,-,Wartsila Yuchai Engine Company (WYEC),3000,4076,6L32,Assuranceforeningen Skuld,Bureau Veritas,-,-,2021-01-19T00:00:00,2024-11-28T00:00:00,2021-12-01T00:00:00,2021-01-19T00:00:00,2027-01-10T00:00:00,2027-01-10T00:00:00,Tarbit Tankers Services B.V.,Netherlands,Tarbit Tankers Services B.V.,Netherlands,SE VST > FR PJE,-,A,17 Aug 2026 14:14:17 GMT,16 Aug 2026 17:00:00 GMT,Tarbit Tankers B.V.,Netherlands,"49° 28' 47"" N","0° 7' 4"" W"
The Judge,asphalt tanker,Ulsan,HD Hyundai Mipo Company Limited,12269208,Live,Marshall Islands,8403,1'+ dwt,37770,Double Hull,V7XB4,28164,2509,183.06,174.00,32.20,32.20,10.50,6.50,B&W Diesel A/S,Majuro,-,Hisamoto Kisen Company Limited (Hisamoto Kisen KK),Japan,Hisamoto Kisen Company Limited (Hisamoto Kisen KK),Japan,Pacific Light Marine S.A.,Panama,-,-,-,-,9755725,538007137,17.00,2016,-,-,-,-,HD Hyundai Heavy Industries Company Limited,7510,10204,6S50ME-B9,Steamship Mutual Underwriting Association (Bermuda) Ltd,BV (provisional), (provisional), (provisional),2020-03-11T00:00:00,2023-01-19T00:00:00,2026-02-01T00:00:00,2020-03-11T00:00:00,2030-03-10T00:00:00,2030-03-10T00:00:00,Executive Ship Management Private Limited,Republic of Singapore,Executive Ship Management Private Limited,Republic of Singapore,FOR ORDERS,-,A,17 Aug 2026 14:10:12 GMT,18 Aug 2026 03:00:00 GMT,Hisamoto Kisen Company Limited (Hisamoto Kisen KK),Japan,"26° 20' 37"" N","91° 36' 10"" W"
Tatlisum,water tanker,Tuzla,Rota Denizcilik Ticaret A.S.,12318631,Live,Turkiye,214,-1' dwt,600,Single,TCBE6,373,19,49.51,44.84,-,8.00,3.11,0.49,Volvo Penta AB,Istanbul,-,Ipek Su Denizcilik Sanayi ve Ticaret Limited Sirketi,Turkiye,Ipek Su Denizcilik Sanayi ve Ticaret Limited Sirketi,Turkiye,Ipek Su Denizcilik Sanayi ve Ticaret Limited Sirketi,Turkiye,-,-,-,-,9075498,271002181,3.60,1993,-,-,-,-,-,405,551,TAMD162,Turk P&I,-,-,-,-,-,-,-,-,-,-,-,Ipek Su Denizcilik Sanayi ve Ticaret Limited Sirketi,Turkiye,-,-,A,17 Aug 2026 14:12:55 GMT,-,Ipek Su Denizcilik Sanayi ve Ticaret Limited Sirketi,Turkiye,"40° 59' 13"" N","28° 55' 53"" E"
Palanca Miami,asphalt tanker,Ulsan,HD Hyundai Mipo Company Limited,12331361,Live,Marshall Islands,8403,1'+ dwt,36681,Double Hull,V7WZ8,28164,2510,183.06,174.00,32.20,32.20,10.50,6.50,B&W Diesel A/S,Majuro,-,China Minsheng Bank Corporation Limited,People's Republic of China,Minsheng Blueocean Leasing Corporation Limited,"Hong Kong, S.A.R., China",Minsheng Yangzhou (Tianjin) Shipping Leasing Company Limited,People's Republic of China,Trafigura Beheer B.V.,Netherlands,-,-,9757254,538007136,17.00,2017,-,-,-,-,HD Hyundai Heavy Industries Company Limited,7510,10204,6S50ME-B9,Steamship Mutual Underwriting Association (Bermuda) Ltd,BV (provisional), (provisional), (provisional),2026-04-01T00:00:00,2022-12-24T00:00:00,2025-02-01T00:00:00,2026-04-01T00:00:00,2030-02-10T00:00:00,2030-02-10T00:00:00,Executive Ship Management Private Limited,Republic of Singapore,Executive Ship Management Private Limited,Republic of Singapore,FOR ORDERS,-,A,17 Aug 2026 14:09:26 GMT,18 Aug 2026 18:00:00 GMT,Minsheng Blueocean Leasing Corporation Limited,"Hong Kong, S.A.R., China","33° 45' 59"" N","18° 57' 50"" E"
Ciherang- III,water tanker,Jakarta,P.T. Adhiguna Shipyard,12355949,Live,Indonesia,200,Unknown size,358,Single,-,207,-,-,28.80,-,8.00,2.60,0.40,Unknown Engine Designer,Jakarta,-,PT Pertamina (Persero),Indonesia,PT Pertamina (Persero),Indonesia,PT Pertamina (Persero),Indonesia,-,-,-,-,7712509,-,3.00,1977,-,-,-,-,-,181,243,6CHNSP18/22,-,-,-,-,-,-,-,-,-,-,-,-,PT Pertamina (Persero),Indonesia,-,-,-,-,-,PT Pertamina (Persero),Indonesia,-,-
Ciherang- IV,water tanker,Jakarta,P.T. Adhiguna Shipyard,12357212,Live,Indonesia,200,Unknown size,-,Single,-,207,-,-,28.80,-,8.00,-,0.55,Unknown Engine Designer,Jakarta,-,PT Pertamina (Persero),Indonesia,PT Pertamina (Persero),Indonesia,PT Pertamina (Persero),Indonesia,-,-,-,-,7712511,-,3.00,1979,-,-,-,-,-,181,243,6CHNSP18/22,-,-,-,-,-,-,-,-,-,-,-,-,PT Pertamina (Persero),Indonesia,-,-,-,-,-,PT Pertamina (Persero),Indonesia,-,-
Pwb- I,water tanker,Jakarta,-,12357970,Live,Indonesia,-,Unknown size,-,Single,-,224,-,-,28.00,-,3.00,-,0.55,Unknown Engine Designer,Jakarta,-,PT Pertamina (Persero),Indonesia,PT Pertamina (Persero),Indonesia,PT Pertamina (Persero),Indonesia,-,-,-,-,7641267,-,3.00,1972,-,-,-,-,-,483,648,6CHNSP18/22,-,-,-,-,-,-,-,-,-,-,-,-,PT Pertamina (Persero),Indonesia,-,-,-,-,-,PT Pertamina (Persero),Indonesia,-,-
Asphalt Splendor,asphalt tanker,Jiangsu,AVIC Dingheng Shipbuilding Company Limited,12377238,Live,Marshall Islands,7835,1'+ dwt,37087,Double Hull,V7PQ7,26119,AD0019,179.90,176.90,30.60,30.60,10.40,6.40,Sulzer Turbomachinery Services,Majuro,-,Vitol Holding II S.A.,Luxembourg,VALT Asphalt Sarl,United States of America,Asphalt Splendor Private Limited,Republic of Singapore,-,-,-,-,9763332,538006655,16.80,2015,-,-,-,-,-,9326,12506,5RT-Flex50-D,U.K. Mutual Steam Ship Assurance Association (Bermuda) Ltd,Lloyds Register,-,-,2025-11-19T00:00:00,-,2025-11-22T00:00:00,-,2030-12-14T00:00:00,2030-12-14T00:00:00,LSC SIA,Republic of Latvia,LSC SIA,Republic of Latvia,KE MBA,Mombasa,A,17 Aug 2026 12:44:56 GMT,20 Aug 2026 16:00:00 GMT,VALT Asphalt Sarl,United States of America,"4° 34' 23"" N","54° 12' 32"" E"
Amber Bay,asphalt tanker,Wuhan,Qingshan Shipyard of China Changjiang National Shipping Group,12395506,Live,"Hong Kong, S.A.R., China",3199,1'+ dwt,12799,Double Hull,VRPC7,10377,QS128001,146.10,137.20,22.00,22.00,7.90,2.90,B&W Diesel A/S,Hong Kong,-,Xin Yuan Enterprises Group Limited,People's Republic of China,Phoenix Shipping (Hong Kong) Limited,"Hong Kong, S.A.R., China",Phoenix Shipping (Hong Kong) Limited,"Hong Kong, S.A.R., China",-,-,-,-,9764520,477900100,10.80,2016,-,-,-,-,Yichang Marine Diesel Engine Plant,4440,6033,6S35MC-C,China Shipowners Mutual Assurance Association,BV (provisional), (provisional), (provisional),2025-12-18T00:00:00,2023-12-17T00:00:00,2025-12-01T00:00:00,2025-12-18T00:00:00,2031-01-14T00:00:00,2031-01-14T00:00:00,Columbia Shipmanagement (Singapore) Private Limited,Republic of Singapore,Columbia Shipmanagement (Singapore) Private Limited,Republic of Singapore,US GYV>MX PGO,-,A,17 Aug 2026 14:10:09 GMT,16 Aug 2026 12:00:00 GMT,Phoenix Shipping (Hong Kong) Limited,"Hong Kong, S.A.R., China","21° 20' 41"" N","89° 40' 19"" W"
T.Aylin,asphalt tanker,Tuzla,RMK Marine Shipyard,12407065,Live,Turkiye,4702,1'+ dwt,19928,Double Hull,TCA3418,15674,093,156.50,147.90,25.03,25.00,9.25,5.35,B&W Diesel A/S,Istanbul,-,Koc Holding AS (KOC),Turkiye,(TUPRAS) Turkiye Petrol Rafinerileri A.S. (Turkish Petroleum Refineries Corporation),Turkiye,Maltepe Tankercilik A.S.,Turkiye,Ditas Deniz Isletmeciligi ve Tankerciligi A.S.,Turkiye,-,-,9679880,271044068,14.60,2015,-,-,-,-,-,6788,9103,6S46ME-B8.2,Assuranceforeningen Skuld,DNV,-,-,-,-,2020-02-14T00:00:00,-,2030-03-02T00:00:00,2030-03-02T00:00:00,Ditas Deniz Isletmeciligi ve Tankerciligi A.S.,Turkiye,Ditas Deniz Isletmeciligi ve Tankerciligi A.S.,Turkiye,TRALI,-,A,17 Aug 2026 14:14:43 GMT,17 Aug 2026 09:00:00 GMT,(TUPRAS) Turkiye Petrol Rafinerileri A.S. (Turkish Petroleum Refineries Corporation),Turkiye,"38° 53' 3"" N","26° 57' 13"" E"
