LLI Vessel Type,LLI NO,Name,Status,Flag,Net Weight,Built,Vessel Type and Size,DWT,Hull Type,Call Sign,Gross Tonnes,Yard Number,Built By,Built At,Length Overall (m),Length Between Perpendicular (m),Breadth Extreme (m),Breadth Moulded (m),Depth (m),Maximum Draught (m),Freeboard (m),Engine Built By,Designed By,Company contact,Company contact Country/Region,Port Of Registry,TEU Capacity,Beneficial Owner,Beneficial Owner Country/Region,Commercial Operator,Commercial Operator Country/Region,Registered Owner,Registered Owner Country/Region,Technical Manager,Technical Manager Country/Region,Third Party Operator,Third Party Operator Country/Region,Nominal Owner,Nominal Owner Country/Region,ISM Manager,ISM Manager Country/Region,Scrubber type,Scrubber operating arrangement,Scrubber manufacturer,Scrubber installation type,IMO,MMSI,Engine Power (kW),Engine Horsepower,Engine Designation
passenger (cruise),12765644,Golden Horizon,Live,Croatia,2956,2019,2'-10'gt,2120,Single,9A6701,8784,483,Brodogradiliste Brodosplit Shipbuilding,Split,162.12,128.70,18.72,18.49,12.40,6.40,6.00,—,—,XB AHTS Hero Shipping Incorporated,Marshall Islands,Split,—,XB AHTS Hero Shipping Incorporated,Marshall Islands,XB AHTS Hero Shipping Incorporated,Marshall Islands,XB AHTS Hero Shipping Incorporated,Marshall Islands,Brodosplit Plovidba d.o.o.,Republic of Croatia,Tradewind Voyages UK Limited,United Kingdom,—,—,Brodosplit Plovidba d.o.o.,Republic of Croatia,—,—,—,—,9793545,238021000,—,—,—
passenger (cruise),12771965,Douro Elegance,Live,Portugal,—,2017,-2'gt,—,Single,CSZE6,1734,—,—,Unknown,80.00,—,11.00,11.00,—,1.80,—,—,Unknown Engine Designer,Unknown Owners,—,—,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,—,—,—,—,—,—,—,—,—,—,8337928,263673932,—,—,UNKNOWN
passenger (cruise),127734,Manila City,Dead,Philippines,1716,1970,2'-10'gt,3766,Single,—,2998,—,—,Japan,106.00,—,14.00,—,6.20,4.70,1.50,—,Mitsubishi Heavy Industries Limited,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7005798,—,3281,4400,7UET45/75
passenger (cruise),12774721,MSC Meraviglia,Live,Malta,172605,2017,150'+ gt,17184,Single,9HA4455,171598,E34,Chantiers de l'Atlantique,St. Nazaire,315.83,296.00,52.00,43.00,12.00,8.75,3.32,Wartsila Corporation,Wartsila Corporation,MSC Crociere (Mediterranean Shipping Cruises) S.p.A.,Italy,Valletta,—,Mediterranean Shipping Company S.A. (MSC),Switzerland,MSC Crociere (Mediterranean Shipping Cruises) S.p.A.,Italy,Compania Naviera Vista 1 S.A.,Panama,MSC Cruise Management (UK) Limited,United Kingdom,—,—,—,—,MSC Cruise Management (UK) Limited,United Kingdom,Unknown,Unknown,Unknown Scrubber Manufacturer,—,9760512,249973000,19200,26087,16V46CR
passenger (cruise),12775157,Douro Serenity,Live,Portugal,—,2017,-2'gt,—,Single,CSZE8,1734,—,—,Viana do Castelo,80.00,—,11.00,11.00,—,1.80,—,—,Unknown Engine Designer,Unknown Owners,—,—,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,—,—,—,—,—,—,—,—,—,—,8337930,263673934,—,—,UNKNOWN
passenger (cruise),127770,National Geographic Endeavour,Dead,Ecuador,1045,1966,2'-10'gt,732,Single,HC5241,3132,917,Seebeckwerft AG,Bremerhaven,89.17,80.17,14.03,14.00,9.00,5.71,3.29,Mak Motoren GmbH & Company KG,Mak Motoren GmbH & Company KG,Lindblad E.,—,Guayaquil,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,6611863,—,1193,1600,8M582AK
passenger (cruise),12777409,Spirit of Discovery,Live,U.K.,23503,2019,10'-60'gt,5120,Single,MEYE7,58119,714,Meyer Werft GmbH (Dormant),Papenburg,236.71,211.90,30.80,—,10.40,7.60,2.80,—,—,Saga Cruises Limited,United Kingdom,London,—,Saga Cruises Limited,United Kingdom,Saga Cruises Limited,United Kingdom,Saga Cruises V Limited,United Kingdom,V. Ships Leisure SAM,Monaco,—,—,—,—,V. Ships Leisure SAM,Monaco,Unknown,Unknown,Yara International ASA,Newbuild,9802683,232021171,—,—,—
passenger (cruise),12781953,Sabuk Nusantara 65,Live,Indonesia,169,2017,-2'gt,200,Single,YBRO2,563,—,P.T. Karimun Sembawang Shipyard,Tanjung Balai,44.00,38.46,9.00,9.00,3.60,2.40,1.20,Yanmar Diesel Engine Company Limited,Unknown Engine Designer,Direktorat Jenderal Perhubungan Laut,Indonesia,Tanjung Pinang,—,Direktorat Jenderal Perhubungan Laut,Indonesia,Direktorat Jenderal Perhubungan Laut,Indonesia,Direktorat Jenderal Perhubungan Laut,Indonesia,Direktorat Jenderal Perhubungan Laut,Indonesia,—,—,—,—,—,—,—,—,—,—,9808065,525101037,1836,500,UNKNOWN
passenger (cruise),12782490,Le Laperouse,Live,Wallis & Futuna,2992,2018,2'-10'gt,1366,Single,FLBD,9988,848,Vard Soviknes,Soviknes,131.46,118.40,—,18.00,18.20,4.70,2.00,"Maquinas Electrcias e Hidraulicas Indar, SL (INDAR)","Maquinas Electrcias e Hidraulicas Indar, SL (INDAR)",Compagnie du Ponant (PONANT),France,—,—,Compagnie du Ponant (PONANT),France,Compagnie du Ponant (PONANT),France,Caroline 68,France,Compagnie du Ponant (PONANT),France,—,—,—,—,Compagnie du Ponant (PONANT),France,—,—,—,—,9814026,578000900,2000,2682,IMU-710-X
passenger (cruise),12783081,MSC Bellissima,Live,Malta,—,2019,150'+ gt,17326,Single,9HA4902,171598,F34,Chantiers de l'Atlantique,St. Nazaire,315.83,296.00,43.00,43.00,65.00,8.75,56.25,Wartsila Corporation,Wartsila Corporation,MSC Crociere (Mediterranean Shipping Cruises) S.p.A.,Italy,Valletta,—,Mediterranean Shipping Company S.A. (MSC),Switzerland,MSC Crociere (Mediterranean Shipping Cruises) S.p.A.,Italy,Compania Naviera Vista 2 SA,Panama,MSC Cruise Management (UK) Limited,United Kingdom,—,—,—,—,MSC Cruise Management (UK) Limited,United Kingdom,Unknown,Unknown,Unknown Scrubber Manufacturer,—,9760524,248992000,19200,25748,16V46CR
passenger (cruise),12783373,Riverbar,Live,Germany,—,1979,Unknown size,1664,Single,DD9426,3790,—,Carl F. Peters GmbH & Company ms Wilma,Kampen,97.00,—,11.40,11.40,1.20,1.20,0.00,—,Unknown Engine Designer,Unknown Owners,—,—,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,—,—,—,—,—,—,—,—,—,—,—,211766760,2000,2681,K6Z57/80C
passenger (cruise),12788679,Tanais,Live,Russia,—,2017,2'-10'gt,—,Single,UBCP2,2700,—,Moscow Shipbuilding & Repair Yard,Moscow,95.00,—,14.00,—,—,1.80,—,—,Unknown Engine Designer,Unknown Owners,—,St. Petersburg,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,—,—,—,—,—,—,—,—,—,—,9816828,273397290,3944,5289,16V4000M70
passenger (cruise),12789224,Esperanza,Live,Croatia,—,2016,-2'gt,—,Single,9A3336,492,—,Brodogradiliste Brodosplit Shipbuilding,Split,47.22,—,—,8.60,—,—,—,—,Unknown Engine Designer,Obrt Mb Tuna,Republic of Croatia,—,—,Obrt Mb Tuna,Republic of Croatia,Obrt Mb Tuna,Republic of Croatia,Obrt Mb Tuna,Republic of Croatia,Obrt Mb Tuna,Republic of Croatia,—,—,—,—,—,—,—,—,—,—,9818694,238166640,—,—,16V4000M70
passenger (cruise),12803439,National Geographic Quest,Live,U.S.A.,876,2017,2'-10'gt,511,Single,WDJ3521,2906,—,Nichols Bros. Boat Builders Incorporated,Freeland,72.69,62.15,—,13.41,5.00,3.61,1.39,MTU Friedrichshafen GmbH,MTU Friedrichshafen GmbH,Lindblad Expeditions LLC,United States of America,Seattle,—,Lindblad Expeditions Holdings Incorporated,United States of America,Lindblad Expeditions LLC,United States of America,Lex Quest LLC,United States of America,Lindblad Expeditions LLC,United States of America,AdventureSmith Explorations,United States of America,—,—,Lindblad Expeditions LLC,United States of America,—,—,—,—,9798985,366945000,1193,1621,12V4000M54
passenger (cruise),12804072,Carnival Horizon,Live,Panama,125210,2018,100'-150'gt,12164,Single,H3WI,133596,6243,Fincantieri-Cantieri Navali Italiani S.p.A. Venice,Monfalcone,324.00,—,38.00,37.20,—,14.10,—,—,Unknown Engine Designer,Carnival Corporation,United States of America,Panama,—,Carnival Corporation,United States of America,Carnival Corporation,United States of America,Carnival Holdings (Bermuda) Limited,Bermuda,Carnival Corporation (Carnival Cruise Line),United States of America,—,—,—,—,Carnival Corporation (Carnival Cruise Line),United States of America,Unknown,Unknown,Unknown Scrubber Manufacturer,Retrofit,9767091,370039000,—,—,12V46C
passenger (cruise),12807769,Sentosa 9,Live,Indonesia,—,1997,-2'gt,—,Single,YB3426,55,—,—,Unknown,23.00,—,18.00,4.00,—,1.50,—,—,Unknown Engine Designer,Unknown Owners,—,—,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,—,—,—,—,—,—,—,—,—,—,—,525019200,—,—,UNKNOWN
passenger (cruise),12861455,Ruhrperle,Live,Germany,—,1954,Unknown size,27,Single,DC6220,88,—,—,"",25.95,—,5.20,—,—,1.03,—,—,Unknown Engine Designer,Unknown Owners,—,—,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,—,—,—,—,—,—,—,—,—,—,—,211126220,—,—,UNKNOWN
passenger (cruise),12868904,Golda,Live,Germany,—,1931,Unknown size,—,Single,DK9123,—,—,—,Unknown,22.24,—,3.64,3.64,—,—,—,—,Unknown Engine Designer,Unknown Owners,—,—,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,—,—,—,—,—,—,—,—,—,—,—,211785010,—,—,UNKNOWN
passenger (cruise),12873039,Spirit of Adventure,Live,U.K.,23503,2020,10'-60'gt,5120,Single,MGWT8,58119,715,Meyer Werft GmbH (Dormant),Papenburg,236.00,—,31.00,—,—,10.40,—,—,—,Saga Cruises Limited,United Kingdom,London,—,Saga Cruises Limited,United Kingdom,Saga Cruises Limited,United Kingdom,Saga Cruises VI Limited,United Kingdom,V. Ships Leisure SAM,Monaco,—,—,—,—,V. Ships Leisure SAM,Monaco,Wet,Hybrid,Yara International ASA,Newbuild,9818084,232026551,—,—,—
passenger (cruise),12873049,AIDAnova,Live,Italy,—,2018,150'+ gt,12500,Single,IBUK,183858,696,Meyer Werft GmbH (Dormant),Papenburg,337.02,—,—,42.00,11.80,8.80,3.01,—,—,Costa Crociere S.p.A.,Italy,Genoa,—,Carnival Corporation,United States of America,Costa Crociere S.p.A.,Italy,Costa Crociere S.p.A.,Italy,Carnival Maritime GmbH,Germany,Aida Cruises German Branch of Costa Crociere SpA,Germany,—,—,Carnival Maritime GmbH,Germany,—,—,—,—,9781865,247389200,—,—,—
passenger (cruise),12879970,Spectrum of the Seas,Live,Cyprus,168402,2019,150'+ gt,13937,Single,5BDR6,169379,700,Neptun Werft GmbH,Rostock,347.11,320.10,50.00,41.39,11.45,8.80,2.65,—,—,Royal Caribbean Cruises Limited (RCL),United States of America,Limassol,—,Royal Caribbean Cruises Limited (RCL),United States of America,Royal Caribbean Cruises Limited (RCL),United States of America,Spectrum of the Seas Incorporated,Liberia,RCL Cruises Limited,United Kingdom,—,—,—,—,RCL Cruises Limited,United Kingdom,Unknown,Unknown,Unknown Scrubber Manufacturer,—,9778856,210563000,—,—,12V46
passenger (cruise),12899804,Greg Mortimer,Live,Portugal,2410,2019,2'-10'gt,1450,Single,CQEI9,8035,CMHI-196-1,China Merchants Heavy Industry (Jiangsu) Company Limited,Jiangsu,104.40,99.80,—,18.40,7.25,5.30,1.95,Wartsila China Limited,Wartsila China Limited,SunStone Ships Incorporated,United States of America,—,—,SunStone Maritime Group A/S,Denmark,SunStone Ships Incorporated,United States of America,Greg Mortimer Owner Limited,Bahamas,Anglo-Eastern Cruise Management Incorporated,United States of America,—,—,—,—,Anglo-Eastern Cruise Management Incorporated,United States of America,—,—,—,—,9834648,255806396,2200,2950,8L20
passenger (cruise),12899899,Uskudar,Live,Turkiye,126,2017,-2'gt,—,Single,TCA4770,345,NB03,Hercelik Tersanesi,Akcansa Yalova,37.00,36.90,—,8.00,4.20,2.30,1.90,—,Unknown Engine Designer,Avrasya Denizcilik Tasimaciligi ve Turizm Hizmetleri Insaat Sanayi ve Ticaret AS,Turkiye,Istanbul,—,Avrasya Denizcilik Tasimaciligi ve Turizm Hizmetleri Insaat Sanayi ve Ticaret AS,Turkiye,Avrasya Denizcilik Tasimaciligi ve Turizm Hizmetleri Insaat Sanayi ve Ticaret AS,Turkiye,Avrasya Denizcilik Tasimaciligi ve Turizm Hizmetleri Insaat Sanayi ve Ticaret AS,Turkiye,Avrasya Denizcilik Tasimaciligi ve Turizm Hizmetleri Insaat Sanayi ve Ticaret AS,Turkiye,—,—,—,—,—,—,—,—,—,—,9806574,271045557,197,264,8291SRM85
passenger (cruise),12903595,Viking Orion,Live,Norway (Int. Register),18865,2018,10'-60'gt,4798,Single,LAYQ7,47861,6253,Fincantieri-Cantieri Navali Italiani S.p.A. Ancona,Ancona,228.41,—,32.00,28.79,8.85,6.65,2.20,MAN B&W Diesel SE,Wartsila Corporation,CMB Financial Leasing Company Limited,People's Republic of China,Bergen,—,China Merchants Bank (CMB),People's Republic of China,CMB Financial Leasing Company Limited,People's Republic of China,Sea 33 Leasing Company Limited,"Hong Kong, S.A.R., China",Wilhelmsen Ship Management (Norway) AS,Norway,Viking River Cruises UK Limited,United Kingdom,—,—,Wilhelmsen Ship Management (Norway) AS,Norway,Unknown,Unknown,Unknown Scrubber Manufacturer,—,9796250,257034130,5040,6759,9L32/44CR
passenger (cruise),12904646,MSC Virtuosa,Live,Malta,—,2021,150'+ gt,13400,Single,9HA5209,181541,H34,Chantiers de l'Atlantique,St. Nazaire,331.43,310.70,—,43.00,—,8.50,—,—,Unknown Engine Designer,MSC Crociere (Mediterranean Shipping Cruises) S.p.A.,Italy,Valletta,—,Mediterranean Shipping Company S.A. (MSC),Switzerland,MSC Crociere (Mediterranean Shipping Cruises) S.p.A.,Italy,Compania Naviera Vista 4 S.A.,Panama,MSC Cruise Management (UK) Limited,United Kingdom,—,—,—,—,MSC Cruise Management (UK) Limited,United Kingdom,Unknown,Unknown,Unknown Scrubber Manufacturer,—,9803625,215610000,19200,—,UNKNOWN
passenger (cruise),12904651,Sky Princess,Live,Bermuda,122695,2019,100'-150'gt,11772,Single,ZCEV9,145281,6268,Fincantieri-Cantieri Navali Italiani S.p.A. Monfalcone,Monfalcone,330.00,—,47.00,38.38,—,11.35,—,—,—,Carnival Corporation,United States of America,Hamilton,—,Carnival Corporation,United States of America,Carnival Corporation,United States of America,Carnival Holdings (Bermuda) Limited,Bermuda,Princess Cruise Lines Limited,United States of America,—,—,—,—,Princess Cruise Lines Limited,United States of America,Unknown,Unknown,Unknown Scrubber Manufacturer,Newbuild,9802396,310780000,—,—,16M43C
passenger (cruise),12904664,Odyssey of the Seas,Live,Bahamas,166807,2021,150'+ gt,14368,Single,C6EJ5,167704,S713,Meyer Werft GmbH (Dormant),Papenburg,347.08,320.10,—,41.39,11.45,8.77,2.68,Wartsila Italia S.p.A.,Wartsila Corporation,Royal Caribbean Cruises Limited (RCL),United States of America,Nassau,—,Royal Caribbean Cruises Limited (RCL),United States of America,Royal Caribbean Cruises Limited (RCL),United States of America,Odyssey of the Seas Incorporated,Liberia,Royal Caribbean Cruises Limited (RCL),United States of America,—,—,—,—,Royal Caribbean Cruises Limited (RCL),United States of America,Unknown,Unknown,Unknown Scrubber Manufacturer,—,9795737,311000912,67200,90117,12V46
passenger (cruise),12909697,Mein Schiff 1,Live,Malta,75476,2018,100'-150'gt,10373,Single,9HA4683,111554,1392,Meyer Turku OY,Turku,315.70,292.40,40.00,35.80,11.20,11.20,0.00,—,Unknown Engine Designer,TUI Cruises GmbH,Germany,Valletta,—,TUI AG,Germany,TUI Cruises GmbH,Germany,TUI Cruises GmbH,Germany,Global Fleet Management LLC,United States of America,—,—,—,—,Global Fleet Management LLC,United States of America,Unknown,Unknown,Clean Marine,Retrofit,9783564,248513000,—,—,UNKNOWN
passenger (cruise),12910043,Costa Smeralda,Live,Italy,—,2019,150'+ gt,12500,Single,IBCA,185010,1394,Meyer Turku OY,Turku,336.98,—,—,42.00,11.80,8.80,3.00,—,—,Costa Crociere S.p.A.,Italy,Genoa,—,Carnival Corporation,United States of America,Costa Crociere S.p.A.,Italy,Costa Crociere S.p.A.,Italy,Carnival Maritime GmbH,Germany,—,—,—,—,Carnival Maritime GmbH,Germany,Unknown,Unknown,Unknown Scrubber Manufacturer,Newbuild,9781889,247391900,—,—,—
passenger (cruise),12910608,American Constitution,Live,U.S.A.,—,2018,2'-10'gt,—,Single,WDJ9210,4057,—,—,"",110.00,—,15.00,—,—,5.00,—,—,Unknown Engine Designer,American Cruise Lines Incorporated,United States of America,—,—,American Cruise Lines Incorporated,United States of America,American Cruise Lines Incorporated,United States of America,American Cruise Lines Incorporated,United States of America,American Cruise Lines Incorporated,United States of America,—,—,—,—,—,—,—,—,—,—,9901518,368023770,—,—,16V4000M70
passenger (cruise),12911860,MSC Grandiosa,Live,Malta,—,2019,150'+ gt,19607,Single,9HA5063,181541,G34,Chantiers de l'Atlantique,St. Nazaire,331.43,310.70,—,43.00,—,8.75,3.31,Wartsila Italia S.p.A.,Wartsila Corporation,MSC Crociere (Mediterranean Shipping Cruises) S.p.A.,Italy,Valletta,—,Mediterranean Shipping Company S.A. (MSC),Switzerland,MSC Crociere (Mediterranean Shipping Cruises) S.p.A.,Italy,Compania Naviera Vista 3 S.A.,Panama,MSC Cruise Management (UK) Limited,United Kingdom,—,—,—,—,MSC Cruise Management (UK) Limited,United Kingdom,Unknown,Unknown,Unknown Scrubber Manufacturer,—,9803613,215325000,14400,19565,12V46
passenger (cruise),12915624,Hanseatic Nature,Live,Malta,4707,2019,10'-60'gt,1800,Single,9HA5276,15651,870,Vard Tulcea SA,Tulcea,139.00,128.85,22.00,22.00,7.75,5.75,2.00,—,—,TUI Cruises GmbH,Germany,Valletta,—,TUI AG,Germany,TUI Cruises GmbH,Germany,TUI Cruises GmbH,Germany,Global Fleet Management LLC,United States of America,Hapag-Lloyd Kreuzfahrten GmbH (Hapag-Lloyd Cruises GmbH),Germany,—,—,Global Fleet Management LLC,United States of America,—,—,—,—,9817133,215768000,—,—,—
passenger (cruise),12915783,Viking Jupiter,Live,Norway (Int. Register),18865,2019,10'-60'gt,4815,Single,LAYP7,47861,6254,Fincantieri-Cantieri Navali Italiani S.p.A.,Ancona,228.26,—,—,28.79,8.85,6.65,2.20,—,—,CCB Marine MI Corporation Limited,Marshall Islands,Bergen,—,CCB (China Construction Bank) Financial Leasing Corporation Limited,People's Republic of China,CCB Marine MI Corporation Limited,Marshall Islands,Compass Shipping 36 Corporation Limited,Marshall Islands,Wilhelmsen Ship Management (Norway) AS,Norway,Viking River Cruises UK Limited,United Kingdom,—,—,Wilhelmsen Ship Management (Norway) AS,Norway,Unknown,Unknown,Unknown Scrubber Manufacturer,—,9796262,257058920,—,—,—
passenger (cruise),12915786,Carnival Venezia,Live,Bahamas,129346,2019,100'-150'gt,111000,Double Bottom,C6GI3,135225,6271,Fincantieri-Cantieri Navali Italiani S.p.A.,Italy,323.46,287.10,—,37.20,11.20,11.20,0.00,ABB OY,ABB Azipod Oy,Carnival Corporation,United States of America,Nassau,—,Carnival Corporation,United States of America,Carnival Corporation,United States of America,Carnival Holdings (Bermuda) II Limited,Bermuda,Carnival Corporation (Carnival Cruise Line),United States of America,—,—,—,—,Carnival Corporation (Carnival Cruise Line),United States of America,Unknown,Unknown,Unknown Scrubber Manufacturer,Newbuild,9801689,311001253,16500,22127,AMG 1600UT14 LSE
passenger (cruise),12915787,Carnival Panorama,Live,Panama,125129,2019,100'-150'gt,111000,Single,3FJB3,133868,6272,Fincantieri-Cantieri Navali Italiani S.p.A.,Monfalcone,323.63,—,—,49.38,—,11.20,—,—,—,Carnival Corporation,United States of America,Panama,—,Carnival Corporation,United States of America,Carnival Corporation,United States of America,Carnival Holdings (Bermuda) Limited,Bermuda,Carnival Corporation (Carnival Cruise Line),United States of America,—,—,—,—,Carnival Corporation (Carnival Cruise Line),United States of America,—,—,—,—,9802384,374527000,—,—,12V46C
passenger (cruise),12915790,Carnival Firenze,Live,Panama,—,2020,100'-150'gt,9568,Single,3E5193,135156,6273,Fincantieri-Cantieri Navali Italiani S.p.A. Venice,Venice,323.59,—,—,37.20,11.20,8.55,2.65,ABB OY,Unknown Engine Designer,Carnival Corporation (Carnival Cruise Line),United States of America,Panama,—,Carnival Corporation,United States of America,Carnival Corporation (Carnival Cruise Line),United States of America,Carnival Corporation (Carnival Cruise Line),United States of America,Carnival Corporation (Carnival Cruise Line),United States of America,—,—,—,—,Carnival Corporation (Carnival Cruise Line),United States of America,Unknown,Unknown,Unknown Scrubber Manufacturer,Newbuild,9801691,352003546,—,—,12V46C
passenger (cruise),12915791,Enchanted Princess,Live,Bermuda,122695,2020,100'-150'gt,11658,Single,ZCEW2,145281,6275,Fincantieri-Cantieri Navali Italiani S.p.A.,Italy,329.92,—,—,38.38,—,11.35,—,—,—,Carnival Corporation,United States of America,Hamilton,—,Carnival Corporation,United States of America,Carnival Corporation,United States of America,Carnival Holdings (Bermuda) Limited,Bermuda,Princess Cruise Lines Limited,United States of America,Princess Cruise Lines Limited,United States of America,—,—,Princess Cruise Lines Limited,United States of America,Unknown,Unknown,Unknown Scrubber Manufacturer,Newbuild,9807126,310791000,—,—,16M43C
passenger (cruise),12915792,Seven Seas Splendor,Live,Marshall Islands,20738,2020,10'-60'gt,4780,Single,V7ZZ6,56182,6281,Fincantieri-Cantieri Navali Italiani S.p.A.,Italy,223.00,—,—,31.00,—,28.00,—,—,—,Regent Seven Seas Cruises Incorporated,United States of America,Majuro,—,Norwegian Cruise Line Holdings Limited,United States of America,Regent Seven Seas Cruises Incorporated,United States of America,Explorer II New Build LLC,United States of America,NCL (Bahamas) Limited,United States of America,—,—,—,—,NCL (Bahamas) Limited,United States of America,—,—,—,—,9807085,538007673,—,—,9M43C
passenger (cruise),12915793,Viking Venus,Live,Norway (Int. Register),—,2021,10'-60'gt,4667,Single,LACS8,47842,6283,Fincantieri-Cantieri Navali Italiani S.p.A.,Italy,228.28,—,—,28.80,—,14.73,—,—,—,Viking River Cruises UK Limited,United Kingdom,Bergen,—,Viking Holding Limited,Bermuda,Viking River Cruises UK Limited,United Kingdom,Viking Ocean Cruises Ship VII Limited,Bermuda,Wilhelmsen Ship Management (Norway) AS,Norway,—,—,—,—,Wilhelmsen Ship Management (Norway) AS,Norway,Unknown,Unknown,Unknown Scrubber Manufacturer,—,9833175,257552000,—,—,—
passenger (cruise),12915798,Viking Mars,Live,Norway (Int. Register),18858,2022,10'-60'gt,4526,Single,LACR8,47842,6284,Fincantieri-Cantieri Navali Italiani S.p.A.,Italy,228.28,195.50,28.89,28.80,14.73,8.85,5.88,—,—,CCB Marine MI Corporation Limited,Marshall Islands,Bergen,—,CCB (China Construction Bank) Financial Leasing Corporation Limited,People's Republic of China,CCB Marine MI Corporation Limited,Marshall Islands,Compass Shipping 37 Corporation Limited,Marshall Islands,Wilhelmsen Ship Management (Norway) AS,Norway,Viking Ocean Cruises Limited,United States of America,—,—,Wilhelmsen Ship Management (Norway) AS,Norway,Unknown,Unknown,Unknown Scrubber Manufacturer,—,9833187,257800000,—,—,—
passenger (cruise),12915799,Scarlet Lady,Live,Bahamas,74502,2020,100'-150'gt,12741,Single,C6DX2,108192,6287,Fincantieri-Cantieri Navali Italiani S.p.A. Genoa,Genoa,277.03,—,—,38.00,—,11.25,—,—,—,V Cruises US Limited Liability Company (Virgin Voyages),United States of America,Nassau,—,Bain Capital LP & The Virgin Group,United States of America,V Cruises US Limited Liability Company (Virgin Voyages),United States of America,VC Ship One Limited,Bermuda,Virgin Cruises Intermediate Limited,United States of America,—,—,—,—,Virgin Cruises Intermediate Limited,United States of America,Wet,Hybrid,Wartsila Corporation,Newbuild,9804801,311000807,—,—,12V46
passenger (cruise),12915802,Valiant Lady,Live,Bahamas,—,2021,100'-150'gt,12935,Single,C6ER7,108192,6288,Fincantieri-Cantieri Navali Italiani S.p.A. Genoa,Genoa,277.08,—,—,38.00,8.00,—,—,—,—,V Cruises US Limited Liability Company (Virgin Voyages),United States of America,Nassau,—,Bain Capital LP & The Virgin Group,United States of America,V Cruises US Limited Liability Company (Virgin Voyages),United States of America,VC Ship Two Limited,Bermuda,Virgin Cruises Intermediate Limited,United States of America,—,—,—,—,Virgin Cruises Intermediate Limited,United States of America,Wet,Hybrid,Wartsila Corporation,Newbuild,9805336,311000983,—,—,12V46
passenger (cruise),12915803,Resilient Lady,Live,Bahamas,74528,2022,100'-150'gt,10000,Single,C6FA8,108232,6289,Fincantieri-Cantieri Navali Italiani S.p.A. Genoa,Genoa,277.03,—,38.00,38.00,11.25,11.25,0.00,—,Wartsila Corporation,V Cruises US Limited Liability Company (Virgin Voyages),United States of America,Nassau,—,Bain Capital LP & The Virgin Group,United States of America,V Cruises US Limited Liability Company (Virgin Voyages),United States of America,VC Ship Three Limited,Bermuda,Virgin Cruises Intermediate Limited,United States of America,—,—,—,—,Virgin Cruises Intermediate Limited,United States of America,Wet,Hybrid,Wartsila Corporation,Newbuild,9805348,311001056,—,—,8L46F
passenger (cruise),12915845,Norwegian Aqua,Live,Bahamas,130617,2025,150'+ gt,10000,Single,C6HT4,154140,6300,Fincantieri-Cantieri Navali Italiani S.p.A. Venice,Venice,321.80,—,—,40.50,—,11.70,—,—,—,NCL Corporation Limited,United States of America,Nassau,—,Norwegian Cruise Line Holdings Limited,United States of America,NCL Corporation Limited,United States of America,Leonardo Three Limited,Bermuda,NCL (Bahamas) Limited,United States of America,—,—,—,—,NCL (Bahamas) Limited,United States of America,—,—,—,—,9824007,311001559,—,—,16M43C
passenger (cruise),12915858,Norwegian Prima,Live,Bahamas,112862,2022,100'-150'gt,9547,Single,C6FB3,143535,6298,Fincantieri-Cantieri Navali Italiani S.p.A.,Venice,293.40,282.10,43.84,40.50,11.70,8.70,3.00,—,—,NCL Corporation Limited,United States of America,Nassau,—,Norwegian Cruise Line Holdings Limited,United States of America,NCL Corporation Limited,United States of America,Leonardo One Limited,Bermuda,NCL (Bahamas) Limited,United States of America,NCL (Bahamas) Limited,United States of America,—,—,NCL (Bahamas) Limited,United States of America,—,—,—,—,9823986,311001059,—,—,16M43C
passenger (cruise),12915859,Norwegian Viva,Live,Bahamas,110789,2023,100'-150'gt,9547,Single,C6FJ9,143535,6299,Fincantieri-Cantieri Navali Italiani S.p.A. Venice,Venice,293.40,282.10,—,40.50,—,15.59,—,—,—,NCL Corporation Limited,United States of America,Nassau,—,Norwegian Cruise Line Holdings Limited,United States of America,NCL Corporation Limited,United States of America,Leonardo Two Limited,Bermuda,NCL (Bahamas) Limited,United States of America,NCL (Bahamas) Limited,United States of America,—,—,NCL (Bahamas) Limited,United States of America,—,—,—,—,9823998,311001127,—,—,16M43C
passenger (cruise),12915864,Silver Moon,Live,Bahamas,—,2020,10'-60'gt,4000,Single,C6DM6,40844,—,Fincantieri-Cantieri Navali Italiani S.p.A. Genoa,Genoa,213.00,—,30.00,—,—,—,—,—,—,Silversea Cruises Limited,United States of America,Nassau,—,Lefebvre family,Monaco,Silversea Cruises Limited,United States of America,Silversea Cruises Limited,United States of America,Silversea S.A.M.,Monaco,—,—,—,—,Silversea S.A.M.,Monaco,—,—,—,—,9838618,311000719,—,—,—
