Name,LLI Vessel Type,Built At,Built By,LLI NO,Status,Flag,Net Weight,Vessel Type and Size,DWT,Hull Type,Call Sign,Gross Tonnes,Yard Number,Length Overall (m),Length Between Perpendicular (m),Breadth Extreme (m),Breadth Moulded (m),Maximum Draught (m),Freeboard (m),Designed By,Port Of Registry,TEU Capacity,Beneficial Owner,Beneficial Owner Country/Region,Commercial Operator,Commercial Operator Country/Region,Registered Owner,Registered Owner Country/Region,Third Party Operator,Third Party Operator Country/Region,Nominal Owner,Nominal Owner Country/Region,IMO,MMSI,Depth (m),Built,Scrubber installation type,Scrubber manufacturer,Scrubber operating arrangement,Scrubber type,Engine Built By,Engine Power (kW),Engine Horsepower,Engine Designation,P & I Club,Class 1,Class 2,Class 3,Last docking survey date,Last intermediate survey date,Last special survey date,Last tailshaft survey date,Next Docking Survey Date,Next Special Survey Date,ISM Manager,ISM Manager Country/Region,Technical Manager,Technical Manager Country/Region,AIS Destination,Matched Destination,Latest AIS message type,Latest AIS message timestamp,AIS ETA,Company contact,Company contact Country/Region,Lat,Lng
Anji Commonality,vehicle carrier,Shanghai,Jiangnan Shipyard (Group) Company Limited,13908850,Live,Liberia,23208,50'+ gt,22000,Single,5LOC9,75604,H2666,199.90,195.60,-,38.00,9.20,30.45,Unknown Engine Designer,Monrovia,-,Industrial and Commercial Bank of China Limited (ICBC),People's Republic of China,ICBC Financial Leasing Company Limited,People's Republic of China,Haijin No 3 (Tianjin) Leasing Company Limited,People's Republic of China,SAIC Anji Logistics Company Limited,People's Republic of China,-,-,9973406,636023524,39.65,2025,-,-,-,-,-,14200,19042,7X62DF-2.1,U.K. Mutual Steam Ship Assurance Association (Bermuda) Ltd,CS (provisional), (provisional), (provisional),-,-,-,-,-,-,Wallem Shipmanagement Limited (WSM),"Hong Kong, S.A.R., China",Wallem Shipmanagement Limited (WSM),"Hong Kong, S.A.R., China",EG SCN,Port Said,A,25 May 2026 05:58:12 GMT,29 May 2026 13:00:00 GMT,ICBC Financial Leasing Company Limited,People's Republic of China,"37° 13' 53"" N","2° 21' 49"" E"
Shuri,vehicle carrier,Japan,-,13910719,Live,Japan,-,-30'gt,7073,Single,JD5127,15816,S-A250,180.32,-,-,27.00,7.22,11.78,MAN Diesel AS,Imabari,-,Seno Kisen K.K. (Seno Kisen Company Limited),Japan,Seno Kisen K.K. (Seno Kisen Company Limited),Japan,Seno Kisen K.K. (Seno Kisen Company Limited),Japan,-,-,-,-,9932983,431019644,19.00,2022,-,-,-,-,-,-,-,9S50ME-C8.5,-,Nippon Kaiji Kyokai,-,-,-,-,-,-,2027-07-19T00:00:00,2027-07-19T00:00:00,Seno Kisen K.K. (Seno Kisen Company Limited),Japan,Seno Kisen K.K. (Seno Kisen Company Limited),Japan,>JP OSA 4S,-,A,25 May 2026 05:57:11 GMT,26 May 2026 04:30:00 GMT,Seno Kisen K.K. (Seno Kisen Company Limited),Japan,"35° 37' 28"" N","139° 47' 8"" E"
Turquoise Ace,vehicle carrier,Japan,Tadotsu Shipbuilding Company Limited - NOW IMABARI TADOTSU SHIPBUILDING COMPANY LIMITED - which see,13910916,Live,Panama,-,50'+ gt,17800,Single,3E6113,77500,F076,199.98,-,37.20,-,9.72,26.79,MAN Energy Solutions SE,Panama,-,Kawasaki Kisen Kaisha Limited (Kawasaki Kisen KK) ('K' Line),Japan,K Line Energy Ship Management Company Limited,Japan,Fractal Marine Corporation,Panama,Mitsui O.S.K. Lines Limited (MOL),Japan,-,-,9969132,352003869,36.51,2024,-,-,-,-,-,-,-,6S60ME-C10.5-GI-EGRBP,Assuranceforeningen Skuld,-,-,-,-,-,-,-,-,-,MOL Ship Management Company Limited (MOLSHIP),Japan,MOL Ship Management Company Limited (MOLSHIP),Japan,>SIN_PEBGA,Singapore East Anchorage,A,25 May 2026 05:48:52 GMT,30 May 2026 06:00:00 GMT,K Line Energy Ship Management Company Limited,Japan,"8° 20' 9"" S","76° 47' 56"" E"
UGR Zakher,vehicle carrier,Singapore,Yantai Raffles Shipyard Private Limited,13916404,Live,Marshall Islands,20910,50'+ gt,18600,Single,V7A3410,68577,H579,199.90,195.60,-,38.00,8.60,28.40,Unknown Engine Designer,Majuro,-,AD Ports Group,United Arab Emirates,Abu Dhabi Ports Company PJSC (ADPC),United Arab Emirates,Safeen RoRo 43 Limited,Marshall Islands,Atlas Maritime Holding Incorporated,Greece,-,-,9980411,538011753,37.00,2025,-,-,-,-,-,-,-,UNKNOWN,Steamship Mutual Underwriting Association (Bermuda) Ltd,-,-,-,-,-,-,-,-,-,Atlas Maritime Shipmanagement Limited,Greece,Atlas Maritime Shipmanagement Limited,Greece,SGSIN WITH ARMGUARD,-,A,25 May 2026 05:18:40 GMT,01 Jun 2026 21:00:00 GMT,Abu Dhabi Ports Company PJSC (ADPC),United Arab Emirates,"14° 17' 45"" N","53° 39' 52"" E"
Jisu Fortune,vehicle carrier,Singapore,Yantai Raffles Shipyard Private Limited,13916843,Live,Liberia,21221,50'+ gt,19074,Single,5LQZ8,69250,H558,199.85,195.60,-,38.00,15.50,5.92,Unknown Engine Designer,Monrovia,-,Zodiac Group Monaco SAM,Monaco,Zodiac Maritime Limited,United Kingdom,Tonsina Shipping Incorporated,Liberia,Geely Automobile Holdings Limited,"Hong Kong, S.A.R., China",-,-,9981570,636024105,21.42,2025,-,-,-,-,-,-,-,UNKNOWN,U.K. Mutual Steam Ship Assurance Association (Bermuda) Ltd,Lloyds Register,-,-,-,-,-,-,2030-05-15T00:00:00,2030-05-15T00:00:00,Wallem Shipmanagement Limited (WSM),"Hong Kong, S.A.R., China",Wallem Shipmanagement Limited (WSM),"Hong Kong, S.A.R., China",GI GIB -> NAWVB,Walvis Bay,A,25 May 2026 05:56:19 GMT,25 May 2026 08:00:00 GMT,Zodiac Maritime Limited,United Kingdom,"22° 37' 2"" S","14° 9' 33"" E"
Jisu Glory,vehicle carrier,Singapore,Yantai Raffles Shipyard Private Limited,13916844,Live,Liberia,21221,50'+ gt,19121,Single,5LQZ7,69250,H559,199.90,195.60,-,38.00,14.80,6.62,Unknown Engine Designer,Monrovia,-,Zodiac Group Monaco SAM,Monaco,Zodiac Maritime Limited,United Kingdom,Aleneva Shipping Incorporated,Liberia,-,-,-,-,9981582,636024104,21.42,2025,-,-,-,-,-,-,-,UNKNOWN,U.K. Mutual Steam Ship Assurance Association (Bermuda) Ltd,Lloyds Register,-,-,-,-,-,-,2030-09-17T00:00:00,2030-09-17T00:00:00,Wallem Shipmanagement Limited (WSM),"Hong Kong, S.A.R., China",Wallem Shipmanagement Limited (WSM),"Hong Kong, S.A.R., China",CNTCN->GBBRS,-,A,16 May 2026 10:35:29 GMT,05 Jun 2026 16:00:00 GMT,Zodiac Maritime Limited,United Kingdom,"11° 21' 27"" N","111° 18' 48"" E"
Hera Highway,vehicle carrier,Incheon,HD Hyundai Samho Company Limited,13916891,Live,Bahamas,22779,50'+ gt,18522,Single,C6HR8,70000,8143,199.99,194.32,-,38.00,8.50,28.50,Unknown Engine Designer,Nassau,-,Ray Shipping Limited,Israel,Ray Car Carriers Limited,Isle of Man,Hera Maritime Limited,Isle of Man,-,-,-,-,9982718,311001548,37.00,2025,-,-,-,-,-,-,-,6S60ME-C8,West of England Mutual Shipowners Protection & Indemnity Association (Luxemburg),Korean Register,-,-,-,-,-,-,2030-03-30T00:00:00,2030-03-30T00:00:00,Stamco Ship Management Company Limited,Liberia,Stamco Ship Management Company Limited,Liberia,BE ZEE,-,A,25 May 2026 05:57:58 GMT,23 May 2026 12:00:00 GMT,Ray Car Carriers Limited,Isle of Man,"51° 17' 57"" N","3° 14' 21"" E"
Hector Highway,vehicle carrier,Incheon,HD Hyundai Samho Company Limited,13916892,Live,Bahamas,22779,50'+ gt,18522,Double Hull,C6HR7,70000,8144,199.99,185.50,-,38.00,8.50,-,Unknown Engine Designer,Nassau,-,Southern Seas Shipping Corporation (SSS Group),Greece,Magnus Carriers Corporation,Greece,Hector Maritime Limited,Malta,-,-,-,-,9982720,311001547,-,2025,-,-,-,-,-,-,-,6S60ME-C8,NorthStandard,Korean Register,-,-,-,-,-,-,2030-07-14T00:00:00,2030-07-14T00:00:00,-,-,Magnus Carriers Corporation,Greece,USCHS,-,A,25 May 2026 05:57:12 GMT,25 May 2026 08:00:00 GMT,Magnus Carriers Corporation,Greece,"32° 26' 41"" N","79° 33' 43"" W"
Grande Shanghai,vehicle carrier,Nantong,China Merchants Heavy Industry (Jiangsu) Company Limited,13916944,Live,Italy,27433,50'+ gt,20000,Single,IBED,91442,CMHI-283-1,220.00,214.00,-,38.00,10.10,4.71,Unknown Engine Designer,-,-,Grimaldi Group S.p.A.,Italy,Grimaldi Euromed S.p.A.,Italy,Grimaldi Euromed S.p.A.,Italy,-,-,-,-,9990193,247416200,14.80,2025,-,-,-,-,HD Hyundai Heavy Industries Company Limited,-,-,UNKNOWN,"Britannia Steam Ship Insurance Association Ltd., The",RINA Services S.p.A.,-,-,-,-,-,-,2030-08-27T00:00:00,2030-08-27T00:00:00,-,-,Grimaldi Euromed S.p.A.,Italy,ZADUR>BRPNG,-,A,25 May 2026 05:52:50 GMT,25 May 2026 14:00:00 GMT,Grimaldi Euromed S.p.A.,Italy,"25° 50' 14"" S","45° 48' 22"" W"
Grande Svezia,vehicle carrier,Nantong,China Merchants Heavy Industry (Jiangsu) Company Limited,13916945,Live,Italy,27433,50'+ gt,20000,Single,IBJR,91442,CMHI-283-02,220.00,214.00,-,38.00,10.10,4.71,Unknown Engine Designer,Naples,-,Grimaldi Group S.p.A.,Italy,Grimaldi Euromed S.p.A.,Italy,Grimaldi Euromed S.p.A.,Italy,-,-,-,-,9992622,247416300,14.80,2025,-,-,-,-,HD Hyundai Heavy Industries Company Limited,-,-,UNKNOWN,"Britannia Steam Ship Insurance Association Ltd., The",RINA Services S.p.A.,-,-,-,-,-,-,2030-09-24T00:00:00,2030-09-24T00:00:00,-,-,Grimaldi Euromed S.p.A.,Italy,DKEBJ>SEWAL,-,A,25 May 2026 05:58:34 GMT,25 May 2026 02:45:00 GMT,Grimaldi Euromed S.p.A.,Italy,"58° 0' 36"" N","11° 42' 13"" E"
Grande Inghilterra,vehicle carrier,Nantong,China Merchants Heavy Industry (Jiangsu) Company Limited,13916946,Live,Italy,27433,50'+ gt,26904,Single,IBJS,93145,CMHI-283-3,220.00,214.00,-,38.00,10.10,-,Unknown Engine Designer,-,-,Grimaldi Group S.p.A.,Italy,Grimaldi Euromed S.p.A.,Italy,Grimaldi Euromed S.p.A.,Italy,-,-,-,-,9992634,247416900,-,2026,-,-,-,-,HD Hyundai Heavy Industries Company Limited,-,-,UNKNOWN,"Britannia Steam Ship Insurance Association Ltd., The",-,-,-,-,-,-,-,-,-,-,-,Grimaldi Euromed S.p.A.,Italy,SGSIN>BRSUA,-,A,25 May 2026 05:47:53 GMT,25 May 2026 21:30:00 GMT,Grimaldi Euromed S.p.A.,Italy,"10° 15' 22"" S","31° 12' 8"" W"
Grande Michigan,vehicle carrier,China,China Merchants Heavy Industry (Jiangsu) Company Limited,13916949,Live,Italy,-,50'+ gt,27064,Single,IBKC,93145,CMHI-283-06,220.00,214.00,-,38.00,10.10,4.70,Unknown Engine Designer,Naples,-,Grimaldi Group S.p.A.,Italy,Grimaldi Euromed S.p.A.,Italy,Grimaldi Euromed S.p.A.,Italy,-,-,-,-,1028865,247416500,14.80,2026,-,-,-,-,-,-,-,UNKNOWN,"Britannia Steam Ship Insurance Association Ltd., The",RINA Services S.p.A.,-,-,-,-,-,-,2031-02-12T00:00:00,2031-02-12T00:00:00,-,-,Grimaldi Euromed S.p.A.,Italy,TRIZT>ITGIT,-,A,25 May 2026 05:57:00 GMT,23 May 2026 09:00:00 GMT,Grimaldi Euromed S.p.A.,Italy,"38° 28' 21"" N","15° 54' 43"" E"
Glovis Treasure,vehicle carrier,China,Guangzhou Shipyard International Company Limited,13960843,Live,Liberia,23400,50'+ gt,21096,Single,5LXW5,78000,22110032,199.90,195.60,-,38.00,10.40,9.76,Unknown Engine Designer,Monrovia,-,Hahn & Company,Republic of Korea,H-Line Shipping Company Limited,Republic of Korea,Orion 6 SA,Republic of Korea,-,-,-,-,9983152,636025523,20.16,2025,-,-,-,-,-,-,-,7UEC60LSE,"Britannia Steam Ship Insurance Association Ltd., The",Korean Register,-,-,-,-,-,-,2030-08-13T00:00:00,2030-08-13T00:00:00,H-Line Shipping Company Limited,Republic of Korea,H-Line Shipping Company Limited,Republic of Korea,CAVAN,Kuantan (Tanjong Gelang),A,25 May 2026 05:59:15 GMT,24 May 2026 00:45:00 GMT,H-Line Shipping Company Limited,Republic of Korea,"49° 17' 19"" N","123° 12' 40"" W"
Glovis Trust,vehicle carrier,China,Guangzhou Shipyard International Company Limited,13960848,Live,Liberia,29657,50'+ gt,21096,Single,5LVB3,77560,22110031,199.90,195.60,-,38.00,10.40,9.76,Unknown Engine Designer,Monrovia,-,Hahn & Company,Republic of Korea,H-Line Shipping Company Limited,Republic of Korea,Orion 5 SA,Liberia,-,-,-,-,9983140,636024945,20.16,2025,-,-,-,-,-,-,-,7UEC60LSE,"Britannia Steam Ship Insurance Association Ltd., The",Korean Register,DNV,-,-,-,-,-,2030-02-25T00:00:00,2030-02-25T00:00:00,H-Line Shipping Company Limited,Republic of Korea,H-Line Shipping Company Limited,Republic of Korea,USTIW,Tacoma,A,25 May 2026 05:44:32 GMT,04 Jun 2026 08:00:00 GMT,H-Line Shipping Company Limited,Republic of Korea,"38° 0' 14"" N","134° 9' 48"" E"
Glovis Trinity,vehicle carrier,China,Guangzhou Shipyard International Company Limited,13960849,Live,Liberia,23400,50'+ gt,21096,Single,5LYR2,78000,22110033,199.90,195.60,-,38.00,10.40,9.76,Unknown Engine Designer,Monrovia,-,Hahn & Company,Republic of Korea,H-Line Shipping Company Limited,Republic of Korea,Orion 7 SA,Liberia,-,-,-,-,9983164,636025686,20.16,2025,-,-,-,-,-,-,-,7UEC60LSE,Assuranceforeningen Gard,Korean Register,-,-,-,-,-,-,-,-,-,-,H-Line Shipping Company Limited,Republic of Korea,JPYOK,Yokohama,A,25 May 2026 05:50:58 GMT,05 Jun 2026 08:00:00 GMT,H-Line Shipping Company Limited,Republic of Korea,"31° 31' 30"" N","134° 24' 25"" W"
Ocean Breeze,vehicle carrier,China,Fujian Mawei Shipbuilding Limited,13973722,Live,Panama,22849,50'+ gt,19209,Single,HOA5774,72255,XSI463I,199.90,195.60,38.00,-,8.65,6.15,Unknown Engine Designer,Panama,-,Sallaum Lines DMCC,United Arab Emirates,Sallaum Lines DMCC,United Arab Emirates,CIMC Venus Limited,"Hong Kong, S.A.R., China",-,-,-,-,9987794,352003773,14.80,2025,-,-,-,-,-,-,-,7UEC60LSE,Assuranceforeningen Skuld,American Bureau,-,-,-,-,-,-,2030-07-17T00:00:00,2030-07-17T00:00:00,Sallaum Lines DMCC,United Arab Emirates,Sallaum Lines DMCC,United Arab Emirates,BJ COO > TG LFW,-,A,25 May 2026 05:55:50 GMT,24 May 2026 02:30:00 GMT,Sallaum Lines DMCC,United Arab Emirates,"6° 8' 32"" N","1° 17' 9"" E"
Ocean Explorer,vehicle carrier,China,Fujian Mawei Shipbuilding Limited,13973723,Live,Panama,22849,50'+ gt,19224,Single,3E5876,72255,XSI463J,199.90,195.60,38.00,38.00,8.65,6.15,Unknown Engine Designer,Panama,-,Huaxia Bank Company Limited,People's Republic of China,Huaxia Financial Leasing Company Limited,People's Republic of China,Huaxia Shengwang (Tianjin) Leasing Company Limited,People's Republic of China,-,-,-,-,9987809,352003782,14.80,2026,-,-,-,-,-,-,-,7UEC60LSE,Assuranceforeningen Skuld,American Bureau,-,-,-,-,-,-,2031-01-05T00:00:00,2031-01-05T00:00:00,-,-,Huaxia Financial Leasing Company Limited,People's Republic of China,"S,LOCUST PT,",-,A,25 May 2026 05:58:47 GMT,25 May 2026 07:00:00 GMT,Huaxia Financial Leasing Company Limited,People's Republic of China,"39° 15' 20"" N","76° 34' 57"" W"
Eco Star,vehicle carrier,China,Yantai CIMC Raffles Offshore Limited,13977837,Live,Liberia,20910,50'+ gt,19315,Single,5LZE9,68903,H580,199.99,195.60,-,38.00,8.60,12.82,Unknown Engine Designer,Monrovia,-,Unknown Owners,-,Unknown Owners,-,NML Eco Star SA,Liberia,-,-,-,-,9986843,636025798,21.42,2026,-,-,-,-,-,-,-,UNKNOWN,West of England Mutual Shipowners Protection & Indemnity Association (Luxemburg),-,-,-,-,-,-,-,-,-,-,-,Unknown Owners,-,ESVGO,Vigo,A,25 May 2026 05:58:26 GMT,26 May 2026 13:30:00 GMT,Unknown Owners,-,"49° 37' 49"" N","3° 56' 14"" W"
BYD Hefei,vehicle carrier,China,Guangzhou Shipyard International Company Limited,13984958,Live,"Hong Kong, S.A.R., China",20966,50'+ gt,19119,Single,VRWM3,69542,23110041,199.90,195.60,38.00,38.00,9.00,5.80,Unknown Engine Designer,Hong Kong,-,BYD Company Limited,People's Republic of China,BYD (HK) Company Limited,"Hong Kong, S.A.R., China",BYD Hefei Maritime (HK) Company Limited,"Hong Kong, S.A.R., China",-,-,-,-,9999565,477116800,14.80,2025,-,-,-,-,-,-,-,6S60ME-C8,Assuranceforeningen Gard,China Classification,DNV,-,-,-,-,-,2030-01-06T00:00:00,2030-01-06T00:00:00,Seacon Ships Management Company Limited,"Hong Kong, S.A.R., China",Seacon Ships Management Company Limited,"Hong Kong, S.A.R., China",SG SIN,Singapore,A,25 May 2026 05:51:45 GMT,01 Jun 2026 00:00:00 GMT,BYD (HK) Company Limited,"Hong Kong, S.A.R., China","15° 19' 24"" S","67° 15' 5"" E"
BYD Zhengzhou,vehicle carrier,China,Guangzhou Shipyard International Company Limited,13984959,Live,"Hong Kong, S.A.R., China",20966,50'+ gt,19080,Single,VRWX3,69542,22110042  ,199.90,195.60,38.00,38.00,9.00,5.80,Unknown Engine Designer,Hong Kong,-,BYD Company Limited,People's Republic of China,BYD (HK) Company Limited,"Hong Kong, S.A.R., China",BYD Zhengzhou Maritime (HK) Company Limited,"Hong Kong, S.A.R., China",-,-,-,-,9999577,477155100,14.80,2025,-,-,-,-,-,-,-,6S60ME-C8,Assuranceforeningen Gard,China Classification,-,-,-,-,-,-,-,-,Seacon Ships Management Company Limited,"Hong Kong, S.A.R., China",Seacon Ships Management Company Limited,"Hong Kong, S.A.R., China",AU MEL,Port Melbourne,A,25 May 2026 05:54:32 GMT,30 May 2026 13:30:00 GMT,BYD (HK) Company Limited,"Hong Kong, S.A.R., China","11° 37' 11"" S","152° 9' 52"" E"
Cheng Kang Kou,vehicle carrier,China,Fujian Mawei Shipbuilding Limited,13992730,Live,Liberia,22849,50'+ gt,19077,Single,5LNX9,72255,XSI463K,199.90,195.60,38.00,38.00,10.00,11.39,Unknown Engine Designer,Monrovia,-,ORIX Corporation,Japan,Santoku Senpaku K.K. (Santoku Shipping Company Limited),Japan,Lucretia Shipping S.A.,Panama,-,-,-,-,9990234,636023482,21.39,2025,-,-,-,-,-,-,-,7UEC60LSE,"Britannia Steam Ship Insurance Association Ltd., The",-,Korean Register,-,-,-,-,-,2030-07-14T00:00:00,2030-07-14T00:00:00,-,-,Santoku Senpaku K.K. (Santoku Shipping Company Limited),Japan,CNSHG,Shanghai,A,25 May 2026 05:52:35 GMT,26 May 2026 23:00:00 GMT,Santoku Senpaku K.K. (Santoku Shipping Company Limited),Japan,"22° 27' 44"" N","116° 25' 12"" E"
Zhen Guan Kou,vehicle carrier,China,Fujian Mawei Shipbuilding Limited,13992731,Live,Liberia,22849,50'+ gt,19036,Single,5LNY3,72255,XSI463M,199.90,195.60,38.00,38.00,10.00,11.39,Unknown Engine Designer,Monrovia,-,ORIX Corporation,Japan,Santoku Senpaku K.K. (Santoku Shipping Company Limited),Japan,Lucretia Shipping S.A.,Panama,-,-,-,-,9990258,636023484,21.39,2025,-,-,-,-,-,-,-,7UEC60LSE,Assuranceforeningen Gard,Korean Register,-,-,-,-,-,-,2030-11-26T00:00:00,2030-11-26T00:00:00,-,-,Santoku Senpaku K.K. (Santoku Shipping Company Limited),Japan,DAR ES SALAAM,Dar es Salaam,A,25 May 2026 05:49:20 GMT,27 May 2026 07:00:00 GMT,Santoku Senpaku K.K. (Santoku Shipping Company Limited),Japan,"17° 56' 1"" S","39° 40' 37"" E"
Kai Yuan Kou,vehicle carrier,China,Xiamen Shipbuilding Industry Company Limited,13992732,Live,Liberia,22849,50'+ gt,19142,Single,5LNY4,72255,XSI463N,199.99,195.60,-,38.00,10.00,11.39,Unknown Engine Designer,Monrovia,-,ORIX Corporation,Japan,Santoku Senpaku K.K. (Santoku Shipping Company Limited),Japan,Lucretia Shipping S.A.,Panama,Guangzhou Yuanhai Automobile Shipping Company Limited,People's Republic of China,-,-,9990260,636023485,21.39,2026,-,-,-,-,-,-,-,7UEC60LSE,Assuranceforeningen Gard,Nippon Kaiji Kyokai,-,-,-,-,-,-,2031-03-23T00:00:00,2031-03-23T00:00:00,Hakuho Kisen Company Limited,Japan,Hakuho Kisen Company Limited,Japan,CNSHG,Shanghai,A,25 May 2026 05:02:50 GMT,03 Jun 2026 10:00:00 GMT,Santoku Senpaku K.K. (Santoku Shipping Company Limited),Japan,"17° 13' 14"" N","166° 24' 40"" W"
Grande Tianjin,vehicle carrier,Shanghai,Shanghai Waigaoqiao Shipbuilding Company Limited,14002558,Live,Italy,23816,50'+ gt,21610,Single,IBDU,77463,H1603,199.90,195.60,38.00,38.00,10.40,4.42,Unknown Engine Designer,-,-,Grimaldi Group S.p.A.,Italy,Grimaldi Euromed S.p.A.,Italy,Grimaldi Euromed S.p.A.,Italy,-,-,-,-,9992660,247416400,20.16,2025,-,-,-,-,-,-,-,7UEC60LSE,"Britannia Steam Ship Insurance Association Ltd., The",RINA Services S.p.A.,-,-,-,-,-,-,2030-08-08T00:00:00,2030-08-08T00:00:00,-,-,Grimaldi Euromed S.p.A.,Italy,MAPTM>CNTAC,Taicang Port,A,25 May 2026 05:54:27 GMT,14 Jun 2026 12:00:00 GMT,Grimaldi Euromed S.p.A.,Italy,"34° 11' 43"" S","27° 7' 0"" E"
Grande Auckland,vehicle carrier,Shanghai,Shanghai Waigaoqiao Shipbuilding Company Limited,14002559,Live,Italy,23816,50'+ gt,21707,Single,IBEE,77463,H1604,199.90,195.60,38.00,38.00,10.40,9.76,Unknown Engine Designer,-,-,Grimaldi Group S.p.A.,Italy,Grimaldi Euromed S.p.A.,Italy,Grimaldi Euromed S.p.A.,Italy,-,-,-,-,9992672,247416600,20.16,2025,-,-,-,-,-,-,-,7UEC60LSE,"Britannia Steam Ship Insurance Association Ltd., The",RINA Services S.p.A.,-,-,-,-,-,-,2030-09-09T00:00:00,2030-09-09T00:00:00,Grimaldi Euromed S.p.A.,Italy,Grimaldi Euromed S.p.A.,Italy,ESVGO>REREU,Reunion,A,25 May 2026 05:36:32 GMT,05 Jun 2026 05:00:00 GMT,Grimaldi Euromed S.p.A.,Italy,"4° 25' 48"" S","7° 55' 54"" W"
Grande Melbourne,vehicle carrier,Shanghai,Shanghai Waigaoqiao Shipbuilding Company Limited,14002560,Live,Italy,23816,50'+ gt,21520,Single,IBEL,77463,H1605,199.90,195.60,38.00,38.00,10.40,9.76,Unknown Engine Designer,-,-,Grimaldi Group S.p.A.,Italy,Grimaldi Euromed S.p.A.,Italy,Grimaldi Euromed S.p.A.,Italy,-,-,-,-,9992684,247417100,20.16,2025,-,-,-,-,-,-,-,7UEC60LSE,"Britannia Steam Ship Insurance Association Ltd., The",RINA Services S.p.A.,-,-,-,-,-,-,2030-10-22T00:00:00,2030-10-22T00:00:00,Grimaldi Euromed S.p.A.,Italy,Grimaldi Euromed S.p.A.,Italy,NAWVB>SGSIN,Singapore,A,25 May 2026 05:55:40 GMT,09 Jun 2026 22:45:00 GMT,Grimaldi Euromed S.p.A.,Italy,"34° 35' 26"" S","25° 6' 46"" E"
GRANDE ISTANBUL,vehicle carrier,Shanghai,Shanghai Waigaoqiao Shipbuilding Company Limited,14002561,Live,Italy,23816,50'+ gt,21713,Single,IBEN,77463,H1606,199.90,195.60,38.00,38.00,10.40,9.76,Unknown Engine Designer,-,-,Grimaldi Group S.p.A.,Italy,Grimaldi Euromed S.p.A.,Italy,Grimaldi Euromed S.p.A.,Italy,-,-,-,-,9992696,247417200,20.16,2025,-,-,-,-,-,-,-,7UEC60LSE,"Britannia Steam Ship Insurance Association Ltd., The",RINA Services S.p.A.,-,-,-,-,-,-,2030-11-28T00:00:00,2030-11-28T00:00:00,-,-,Grimaldi Euromed S.p.A.,Italy,SGSIN PEBGC>BEANR,Singapore East Anchorage,A,25 May 2026 05:58:29 GMT,01 Jun 2026 08:00:00 GMT,Grimaldi Euromed S.p.A.,Italy,"13° 24' 48"" N","18° 43' 59"" W"
Grande Manila,vehicle carrier,Shanghai,Shanghai Waigaoqiao Shipbuilding Company Limited,14002562,Live,Italy,23816,50'+ gt,21663,Single,IBJL,77463,H1607,199.90,195.60,38.00,38.00,10.40,9.76,Unknown Engine Designer,-,-,Grimaldi Group S.p.A.,Italy,Grimaldi Euromed S.p.A.,Italy,Grimaldi Euromed S.p.A.,Italy,-,-,-,-,9992701,247417300,20.16,2026,-,-,-,-,-,-,-,7UEC60LSE,"Britannia Steam Ship Insurance Association Ltd., The",RINA Services S.p.A.,-,-,-,-,-,-,2031-01-12T00:00:00,2031-01-12T00:00:00,-,-,Grimaldi Euromed S.p.A.,Italy,CNTAC>GBBRS,-,A,25 May 2026 05:52:03 GMT,01 Jun 2026 17:00:00 GMT,Grimaldi Euromed S.p.A.,Italy,"9° 18' 25"" N","17° 50' 16"" W"
Grande Seoul,vehicle carrier,Shanghai,Shanghai Waigaoqiao Shipbuilding Company Limited,14004303,Live,Italy,23816,50'+ gt,21716,Single,IBHT,77463,H1608,199.90,195.60,38.00,38.00,10.40,9.95,Unknown Engine Designer,-,-,Grimaldi Group S.p.A.,Italy,Grimaldi Euromed S.p.A.,Italy,Grimaldi Euromed S.p.A.,Italy,-,-,-,-,1020590,247417500,20.35,2026,-,-,-,-,-,-,-,7UEC60LSE,"Britannia Steam Ship Insurance Association Ltd., The",RINA Services S.p.A.,-,-,-,-,-,-,2031-03-11T00:00:00,2031-03-11T00:00:00,Grimaldi Euromed S.p.A.,Italy,Grimaldi Euromed S.p.A.,Italy,SEA TRIAL,-,A,25 May 2026 05:50:58 GMT,25 May 2026 12:00:00 GMT,Grimaldi Euromed S.p.A.,Italy,"12° 59' 36"" S","94° 13' 44"" E"
Lake Saint Anne,vehicle carrier,China,China Merchants Jinling Shipyard (Nanjing) Company Limited,14009886,Live,Liberia,21600,50'+ gt,19216,Single,5LOL3,71631,JLZ8230401,199.90,-,-,38.00,10.00,11.92,Unknown Engine Designer,Monrovia,-,Quantum Pacific Group,Monaco,Eastern Pacific Shipping Private Limited,Republic of Singapore,Blarx Shipping Limited,Liberia,-,-,-,-,9994113,636023590,21.92,2025,-,-,-,-,-,-,-,7UEC60LSE,NorthStandard,Lloyds Register,-,-,-,-,-,-,2030-02-23T00:00:00,2030-02-23T00:00:00,Eastern Pacific Shipping (UK) Limited,United Kingdom,Eastern Pacific Shipping (UK) Limited,United Kingdom,KRMAS,-,A,25 May 2026 05:55:49 GMT,23 May 2026 19:00:00 GMT,Eastern Pacific Shipping Private Limited,Republic of Singapore,"35° 12' 16"" N","128° 35' 49"" E"
